stock_name,stock_index,gainian,gainian_list
ST罗顿,600209,1,股权激励
中嘉博创,889,1,雄安新区
众生药业,2317,1,流感
北方华创,2371,1,国产芯片
北新路桥,2307,1,PPP模式
中国一重,601106,1,债转股
中国中冶,601618,1,PPP模式
优刻得,688158,1,VPN
一拖股份,601038,1,乡村振兴
中国人寿,601628,1,上证50_
中国出版,601949,1,知识产权
ST百特,2323,1,充电桩
伟明环保,603568,1,垃圾分类
东华测试,300354,1,传感器
众兴菌业,2772,1,甘肃
交控科技,688015,1,铁路基建
众信旅游,2707,1,在线旅游
北玻股份,2613,1,苹果概念
仁东控股,2647,1,移动支付
ST运盛,600767,1,PPP模式
今世缘,603369,1,白酒
今天国际,300532,1,纾困概念
仙乐健康,300791,1,二胎概念
东莞控股,828,1,充电桩
亿联网络,300628,1,远程办公
东阳光,600673,1,流感
*ST人乐,2336,1,新零售
东方铁塔,2545,1,3D打印
东风汽车,600006,1,新能源车
亿晶光电,600537,1,太阳能
东风科技,600081,1,无人驾驶
东风股份,601515,1,工业大麻
丝路视觉,300556,1,数字孪生
东方证券,600958,1,券商概念
ST金贵,2716,1,黄金概念
东方盛虹,301,1,电商概念
中公教育,2607,1,充电桩
仟源医药,300254,1,基因测序
京能置业,600791,1,京津冀
京泉华,2885,1,富士康
京沪高铁,601816,1,铁路基建
中农立华,603970,1,无人机
北纬科技,2148,1,手游概念
中利集团,2309,1,送转预期
ST锐电,601558,1,风能
东方园林,2310,1,海绵城市
众业达,2441,1,充电桩
北特科技,603009,1,上海自贸
北京科锐,2350,1,雄安新区
中金环境,300145,1,海绵城市
中国应急,300527,1,航母概念
*ST巴士,2188,1,网红直播
动力源,600405,1,充电桩
中国外运,601598,1,快递概念
亚泰集团,600881,1,中超概念
*ST尤夫,2427,1,纾困概念
亚振家居,603389,1,智能家居
包钢股份,600010,1,稀土永磁
中国国贸,600007,1,QFII重仓
佛慈制药,2644,1,甘肃
北京城乡,600861,1,电商概念
佛燃股份,2911,1,天然气
*ST斯太,760,1,壳资源
世运电路,603920,1,PCB
传艺科技,2866,1,PCB
亚太药业,2370,1,工业大麻
世荣兆业,2016,1,粤港自贸
ST狮头,600539,1,壳资源
ST椰岛,600238,1,养老概念
亚太科技,2540,1,3D打印
亚翔集成,603929,1,富士康
*ST德奥,2260,1,无人机
东北制药,597,1,超级真菌
ST银河,806,2,工业大麻||免疫治疗
丰原药业,153,2,皖江区域||中药
建投能源,600,2,京津冀||雄安新区
人民网,603000,2,知识产权||智慧政务
丹邦科技,2618,2,OLED||PCB
昌红科技,300151,2,基因测序||精准医疗
通产丽星,2243,2,迪士尼||昨日涨停
ST银亿,981,2,甘肃||新能源车
招商轮船,601872,2,海洋经济||预亏预减
开润股份,300577,2,社保重仓||小米概念
昂立教育,600661,2,太阳能||在线教育
旺能环境,2034,2,PPP模式||美丽中国
延华智能,2178,2,数字孪生||智慧城市
赛象科技,2337,2,滨海新区||智能机器
万向德农,600371,2,独角兽||转基因
日海智能,2313,2,5G概念||边缘计算
日播时尚,603196,2,昨日连板||昨日涨停
开滦股份,600997,2,稀缺资源||雄安新区
云海金属,2182,2,3D打印||小金属
方直科技,300235,2,云计算||在线教育
弘信电子,300657,2,PCB||高送转
赛摩电气,300466,2,数字孪生||透明工厂
亚太实业,691,2,甘肃||壳资源
通化东宝,600867,2,独家药品||基因测序
易事特,300376,2,充电桩||垃圾分类
景兴纸业,2067,2,IPO受益||智能机器
广誉远,600771,2,纾困概念||中药
晨鑫科技,2447,2,电子竞技||海洋经济
晨曦航空,300581,2,北斗导航||无人机
康弘药业,2773,2,阿兹海默||单抗概念
晋西车轴,600495,2,2025规划||铁路基建
我武生物,300357,2,独家药品||社保重仓
贵州百灵,2424,2,独家药品||工业大麻
康德莱,603987,2,分拆预期||医疗器械
五洲交通,600368,2,电商概念||一带一路
映翰通,688080,2,边缘计算||工业互联
重庆燃气,600917,2,天然气||油气设服
万兴科技,300624,2,国产软件||智能家居
三六五网,300295,2,互联金融||租售同权
贵航股份,600523,2,通用航空||无人机
康斯特,300445,2,传感器||胎压监测
星期六,2291,2,网红直播||网络游戏
星宇股份,601799,2,车联网||无人驾驶
通葡股份,600365,2,东北振兴||举牌概念
一汽富维,600742,2,参股保险||东北振兴
康泰生物,300601,2,免疫治疗||生物疫苗
迪森股份,300335,2,生态农业||天然气
五粮液,858,2,白酒||超级品牌
康达尔,48,2,深圳特区||乡村振兴
亚厦股份,2375,2,3D打印||垃圾分类
三元股份,600429,2,二胎概念||乳业
贵广网络,600996,2,超清视频||广电
恒顺醋业,600305,2,LED||超级品牌
新元科技,300472,2,送转预期||云游戏
万马股份,2276,2,充电桩||智慧城市
万年青,789,2,深成500||深股通
远东传动,2406,2,工业4.0||军民融合
德尔未来,2631,2,石墨烯||智能家居
亚星客车,600213,2,创投||新能源车
万讯自控,300112,2,传感器||量子通信
德展健康,813,2,工业大麻||机构重仓
恒力石化,600346,2,东北振兴||智能机器
新城市,300778,2,乡村振兴||粤港自贸
新和成,2001,2,化工原料||青蒿素
新华都,2264,2,赛马概念||新零售
一心堂,2727,2,生物疫苗||医疗器械
新华联,620,2,京津冀||万达概念
道恩股份,2838,2,高送转||口罩
敦煌种业,600354,2,甘肃||乡村振兴
思美传媒,2712,2,高送转||知识产权
新华保险,601336,2,上证50_||养老概念
德美化工,2054,2,壳资源||纾困概念
道通科技,688208,2,传感器||胎压监测
新华传媒,600825,2,独角兽||沪企改革
运达科技,300440,2,数字孪生||铁路基建
迅游科技,300467,2,Facebook||网红直播
迎驾贡酒,603198,2,白酒||养老金
亚联发展,2316,2,工业互联||智慧政务
新亚制程,2388,2,富士康||蓝宝石
交通银行,601328,2,QFII重仓||上证50_
道明光学,2632,2,充电桩||增强现实
乾照光电,300102,2,LED||MiniLED
道森股份,603800,2,天然气||页岩气
新华百货,600785,2,互联金融||移动支付
云意电气,300304,2,胎压监测||无人驾驶
德力股份,2571,2,二胎概念||影视概念
恒基达鑫,2492,2,油改概念||粤港自贸
恒逸石化,703,2,大数据||油改概念
鄂武商A,501,2,电商概念||新零售
强生控股,600662,2,迪士尼||沪企改革
当代东方,673,2,大数据||影视概念
新农开发,600359,2,乡村振兴||证金持股
赤峰黄金,600988,2,贬值受益||黄金概念
方大特钢,600507,2,预盈预增||债转股
恒立液压,601100,2,工业4.0||基金重仓
一汽夏利,927,2,国企改革||新能源车
乐山电力,600644,2,苹果概念||太阳能
新能泰山,720,2,风能||中超概念
亚宝药业,600351,2,二胎概念||中药
万隆光电,300710,2,超清视频||广电
攀钢钒钛,629,2,钛白粉||稀缺资源
新筑股份,2480,2,超级电容||铁路基建
当升科技,300073,2,创业成份||苹果概念
迪普科技,300768,2,VPN||网络安全
新疆天业,600075,2,美丽中国||生态农业
万通智控,300643,2,胎压监测||预亏预减
徐家汇,2561,2,沪企改革||新零售
捷捷微电,300623,2,高送转||光刻胶
恒天海龙,677,2,工业大麻||石墨烯
搜于特,2503,2,口罩||网红直播
恒大高新,2591,2,PCB||垃圾分类
九安医疗,2432,2,小米概念||医疗器械
新宝股份,2705,2,贬值受益||小米概念
九州通,600998,2,养老概念||转债标的
九洲电气,300040,2,充电桩||昨日连板
智光电气,2169,2,边缘计算||工业互联
五矿稀土,831,2,深成500||稀土永磁
汇顶科技,603160,2,触摸屏||传感器
读者传媒,603999,2,甘肃||知识产权
翔鹭钨业,2842,2,高送转||小金属
湖南发展,722,2,养老概念||页岩气
中国武夷,797,2,京津冀||一带一路
中国建筑,601668,2,上证50_||数字孪生
东兴证券,601198,2,券商概念||债转股
美达股份,782,2,壳资源||医疗器械
漫步者,2351,2,口罩||无线耳机
漳泽电力,767,2,风能||太阳能
东凌国际,893,2,举牌概念||生态农业
潮宏基,2345,2,黄金概念||医疗美容
澄星股份,600078,2,化工原料||壳资源
澳洋健康,2172,2,工业大麻||精准医疗
中国太保,601601,2,上证50_||央视50_
美盛文化,2699,2,迪士尼||增强现实
美盈森,2303,2,工业大麻||人造肉
炬华科技,300360,2,边缘计算||参股360
炼石航空,697,2,无人机||小金属
热景生物,688068,2,免疫治疗||食品安全
中国国航,601111,2,通用航空||油价相关
焦点科技,2315,2,移动支付||在线教育
熊猫金控,600599,2,长株潭||互联金融
熙菱信息,300588,2,国家安防||网络安全
中国国旅,601888,2,上证50_||在线旅游
耀皮玻璃,600819,2,沪企改革||机构重仓
燕塘乳业,2732,2,冷链物流||乳业
老白干酒,600559,2,白酒||预盈预增
中国电建,601669,2,PPP模式||水利建设
中国铁建,601186,2,上证50_||铁路基建
世嘉科技,2796,2,高送转||送转预期
胜利精密,2426,2,纾困概念||小米概念
润和软件,300339,2,边缘计算||国产软件
润建股份,2929,2,边缘计算||送转预期
聚飞光电,300303,2,LED||MiniLED
涪陵榨菜,2507,2,超级品牌||社保重仓
涪陵电力,600452,2,QFII重仓||上证380
淮河能源,600575,2,皖江区域||一带一路
世纪瑞尔,300150,2,2025规划||创业板综
深信服,300454,2,VPN||网络安全
深华发A,20,2,机构重仓||深圳特区
深南电路,2916,2,PCB||富士康
世纪鼎利,300050,2,5G概念||UWB概念
深圳机场,89,2,QFII重仓||养老金
深圳燃气,601139,2,天然气||油气设服
深大通,38,2,工业大麻||深圳特区
深康佳A,16,2,IPv6||分拆预期
联合光电,300691,2,超清视频||无人机
联发股份,2394,2,贬值受益||养老金
中国神华,601088,2,上证50_||央视50_
耐威科技,300456,2,北斗导航||高送转
清新环境,2573,2,京津冀||数字孪生
渤海汽车,600960,2,机构重仓||新能源车
爱司凯,300521,2,3D打印||光刻胶
中国医药,600056,2,MSCI中盘||参股券商
爱施德,2416,2,苹果概念||纾困概念
东方电子,682,2,充电桩||物联网
紫光学大,526,2,纾困概念||在线教育
索菲亚,2572,2,基金重仓||虚拟现实
益民集团,600824,2,沪企改革||新零售
盛和资源,600392,2,MSCI中盘||稀土永磁
精功科技,2006,2,太阳能||智能机器
中信海直,99,2,航母概念||通用航空
中信建投,601066,2,券商概念||养老金
真视通,2771,2,网络安全||在线教育
东方金钰,600086,2,北京冬奥||黄金概念
章源钨业,2378,2,稀土永磁||小金属
立昂技术,300603,2,国家安防||网络安全
科迪乳业,2770,2,二胎概念||乳业
东诚药业,2675,2,独家药品||免疫治疗
福建高速,600033,2,参股保险||参股银行
科远智慧,2380,2,工业4.0||透明工厂
福瑞股份,300049,2,创业板综||中药
福耀玻璃,600660,2,贬值受益||央视50_
东睦股份,600114,2,3D打印||新材料
东港股份,2117,2,分拆预期||高送转
东易日盛,2713,2,智能家居||租售同权
东晶电子,2199,2,LED||蓝宝石
科大智能,300222,2,创业成份||工业4.0
皖新传媒,601801,2,皖江区域||在线教育
红豆股份,600400,2,口罩||透明工厂
东方日升,300118,2,HIT电池||预亏预减
中再资环,600217,2,参股银行||垃圾分类
中国交建,601800,2,海工装备||上证50_
特力A,25,2,垃圾分类||粤港自贸
特宝生物,688278,2,独家药品||免疫治疗
东吴证券,601555,2,参股保险||券商概念
罗博特科,300757,2,边缘计算||工业互联
网达软件,603189,2,国产软件||智慧政务
珠江实业,600684,2,赛马概念||粤港自贸
珠江钢琴,2678,2,二胎概念||影视概念
珠海港,507,2,风能||粤港自贸
瑞丰光电,300241,2,LED||MiniLED
瑞贝卡,600439,2,贬值受益||股权激励
腾邦国际,300178,2,纾困概念||在线旅游
田中精机,300461,2,无线充电||无线耳机
申通地铁,600834,2,迪士尼||移动支付
申通快递,2468,2,快递概念||智能家居
电光科技,2730,2,3D打印||在线教育
中南传媒,601098,2,广电||影视概念
中华企业,600675,2,迪士尼||沪企改革
电魂网络,603258,2,电子竞技||预亏预减
畅联股份,603648,2,进口博览||上海自贸
纽威股份,603699,2,可燃冰||页岩气
白银有色,601212,2,甘肃||黄金概念
纳川股份,300198,2,共享经济||海绵城市
中创环保,300056,2,创业板综||垃圾分类
中原传媒,719,2,影视概念||在线教育
智度股份,676,2,网红直播||网络游戏
海航控股,600221,2,参股券商||油价相关
中国银行,601988,2,上证50_||央视50_
三维通信,2115,2,5G概念||量子通信
中联重科,157,2,参股保险||长株潭
三联虹普,300384,2,高送转||垃圾分类
民生银行,600016,2,上证50_||央视50_
中粮糖业,600737,2,MSCI中盘||乡村振兴
裕兴股份,300305,2,创业板综||太阳能
融钰集团,2622,2,互联金融||石墨烯
中科金财,2657,2,互联金融||债转股
融捷健康,300247,2,免疫治疗||人造肉
中科创达,300496,2,边缘计算||无人机
永鼎股份,600105,2,超导概念||量子通信
蓝焰控股,968,2,天然气||养老金
三鑫医疗,300453,2,高送转||医疗器械
中百集团,759,2,举牌概念||新零售
汉得信息,300170,2,工业互联||国产软件
汉森制药,2412,2,长株潭||中药
蓝思科技,300433,2,蓝宝石||苹果概念
汉邦高科,300449,2,高送转||知识产权
江南化工,2226,2,IPO受益||风能
江南高纤,600527,2,二胎概念||口罩
蓝丰生化,2513,2,阿兹海默||生态农业
江海股份,2484,2,超级电容||石墨烯
蒙草生态,300355,2,海绵城市||预亏预减
正虹科技,702,2,长株潭||壳资源
江特电机,2176,2,风能||新能源车
正海磁材,300224,2,2025规划||稀土永磁
三盛教育,300282,2,触摸屏||在线教育
暴风集团,300431,2,网红直播||昨日涨停
诚迈科技,300598,2,国产软件||精准医疗
诚益通,300430,2,工业大麻||医疗器械
朗姿股份,2612,2,新零售||医疗美容
中迪投资,609,2,互联金融||在线教育
许继电气,400,2,2025规划||充电桩
未名医药,2581,2,超级真菌||生物疫苗
杉杉股份,600884,2,石墨烯||万达概念
中超控股,2471,2,充电桩||石墨烯
格力地产,600185,2,粤港自贸||转债标的
格尔软件,603232,2,网络安全||智慧政务
格林美,2340,2,石墨烯||小金属
西部资源,600139,2,锂电池||新能源车
中船科技,600072,2,海工装备||航母概念
梅雁吉祥,600868,2,美丽中国||粤港自贸
三星医疗,601567,2,医疗器械||智能家居
森远股份,300210,2,3D打印||垃圾分类
楚天高速,600035,2,车联网||物联网
楚江新材,2171,2,分拆预期||皖江区域
欢瑞世纪,892,2,网络游戏||影视概念
西藏城投,600773,2,超级电容||石墨烯
欧亚集团,600697,2,东北振兴||新零售
欧比特,300053,2,北斗导航||国产芯片
中航沈飞,600760,2,国家安防||军民融合
江苏吴中,600200,2,IPO受益||参股银行
江苏国泰,2091,2,超级电容||昨日涨停
上工申贝,600843,2,沪企改革||智能机器
浙江东日,600113,2,参股银行||冷链物流
苏常柴A,570,2,锂电池||人造肉
苏宁环球,718,2,医疗美容||影视概念
浦东金桥,600639,2,迪士尼||上海自贸
浦发银行,600000,2,举牌概念||上证50_
浩云科技,300448,2,UWB概念||国家安防
苏奥传感,300507,2,传感器||胎压监测
浪莎股份,600137,2,北京冬奥||举牌概念
中成股份,151,2,贬值受益||核能核电
上海机电,600835,2,QFII重仓||智能机器
海利生物,603718,2,基因测序||生物疫苗
海南海药,566,2,单抗概念||医疗器械
中广核技,881,2,核能核电||新材料
海南高速,886,2,IPO受益||军民融合
中广天择,603721,2,广电||网红直播
艾格拉斯,2619,2,海绵城市||手游概念
上海电力,600021,2,核能核电||太阳能
海峡股份,2320,2,IPO受益||海洋经济
艾华集团,603989,2,超级电容||债转股
海德股份,567,2,互联金融||债转股
海思科,2653,2,单抗概念||昨日涨停
航天电器,2025,2,QFII重仓||基金重仓
舍得酒业,600702,2,白酒||预盈预增
中昌数据,600242,2,Facebook||大数据
英力特,635,2,3D打印||消毒剂
派生科技,300176,2,高送转||垃圾分类
英洛华,795,2,苹果概念||稀土永磁
中炬高新,600872,2,基金重仓||社保重仓
莱茵生物,2166,2,工业大麻||中药
莱茵体育,558,2,PPP模式||电子竞技
莱美药业,300006,2,单抗概念||知识产权
沃施股份,300483,2,海绵城市||天然气
沃森生物,300142,2,单抗概念||生物疫苗
沃特股份,2886,2,降解塑料||石墨烯
沈阳化工,698,2,东北振兴||化工原料
沙河股份,14,2,深圳特区||粤港自贸
沪电股份,2463,2,PCB||无人驾驶
河钢股份,709,2,京津冀||雄安新区
中国铝业,601600,2,稀土永磁||债转股
泛微网络,603039,2,国产软件||远程办公
中水渔业,798,2,参股保险||海洋经济
泰格医药,300347,2,基金重仓||医疗器械
荣盛发展,2146,2,京津冀||通用航空
泸天化,912,2,化工原料||债转股
茂硕电源,2660,2,LED||充电桩
泽璟制药,688266,2,单抗概念||免疫治疗
中核钛白,2145,2,甘肃||钛白粉
洋河股份,2304,2,白酒||超级品牌
茂化实华,637,2,壳资源||油改概念
洪城水业,600461,2,垃圾分类||美丽中国
中核科技,777,2,核能核电||一带一路
上海凤凰,600679,2,共享经济||养老概念
广西广电,600936,2,超清视频||广电
恒邦股份,2237,2,贬值受益||黄金概念
共进股份,603118,2,WiFi||基因测序
飞乐音响,600651,2,LED||上海自贸
天津港,600717,2,京津冀||雄安新区
飞亚达,26,2,国企改革||深圳特区
印纪传媒,2143,2,电子竞技||影视概念
卫星石化,2648,2,二胎概念||化工原料
*ST德豪,2005,2,LED||贬值受益
卧龙地产,600173,2,手游概念||网络游戏
锦龙股份,712,2,IPO受益||参股保险
天润乳业,600419,2,二胎概念||乳业
博雅生物,300294,2,创业板综||创业成份
劲嘉股份,2191,2,北斗导航||免疫治疗
锐奇股份,300126,2,工业4.0||透明工厂
天目湖,603136,2,高送转||送转预期
博迈科,603727,2,可燃冰||天然气
博深股份,2282,2,京津冀||铁路基建
银龙股份,603969,2,水利建设||铁路基建
天润曲轴,2283,2,2025规划||工业4.0
厦门港务,905,2,融资融券||一带一路
ST东电,585,2,东北振兴||壳资源
天沃科技,2564,2,纾困概念||网络游戏
天健集团,90,2,粤港自贸||租售同权
天原集团,2386,2,石墨烯||钛白粉
*ST龙力,2604,2,生态农业||石墨烯
利尔化学,2258,2,基金重仓||转债标的
天壕环境,300332,2,京津冀||页岩气
史丹利,2588,2,生态农业||乡村振兴
台基股份,300046,2,国产芯片||影视概念
古井贡酒,596,2,白酒||央视50_
口子窖,603589,2,白酒||基金重仓
*ST新亿,600145,2,机构重仓||壳资源
双良节能,600481,2,美丽中国||预盈预增
长城动漫,835,2,举牌概念||网络游戏
双汇发展,895,2,超级品牌||央视50_
全通教育,300359,2,二胎概念||在线教育
天康生物,2100,2,转基因||转债标的
友好集团,600778,2,壳资源||人造肉
全柴动力,600218,2,融资融券||皖江区域
银邦股份,300337,2,3D打印||昨日连板
飞荣达,300602,2,Facebook||高送转
天邑股份,300504,2,WiFi||边缘计算
兔宝宝,2043,2,QFII重仓||电商概念
北京文化,802,2,北京冬奥||影视概念
南兴股份,2757,2,VPN||高送转
好想你,2582,2,人造肉||生态农业
光大嘉宝,600622,2,核能核电||沪企改革
*ST富控,600634,2,手游概念||网络游戏
*ST安凯,868,2,皖江区域||新能源车
*ST宇顺,2289,2,触摸屏||影视概念
威尔泰,2058,2,核能核电||壳资源
威帝股份,603023,2,胎压监测||无人驾驶
华鹏飞,300350,2,快递概念||纾困概念
*ST天马,2122,2,风能||铁路基建
孚日股份,2083,2,北京冬奥||贬值受益
光一科技,300356,2,云游戏||知识产权
先河环保,300137,2,北京冬奥||乡村振兴
鲁信创投,600783,2,新三板||债转股
鲁商发展,600223,2,养老概念||医疗美容
鲁泰A,726,2,贬值受益||央视50_
奥马电器,2668,2,互联金融||纾困概念
合兴包装,2228,2,小米概念||智能机器
南卫股份,603880,2,口罩||青蒿素
奥特迅,2227,2,充电桩||核能核电
克劳斯,600579,2,国企改革||机构重仓
光迅科技,2281,2,5G概念||量子通信
光环新网,300383,2,VPN||工业互联
太化股份,600281,2,化工原料||新材料
博世科,300422,2,海绵城市||消毒剂
南风股份,300004,2,3D打印||昨日连板
香雪制药,300147,2,流感||免疫治疗
银星能源,862,2,风能||太阳能
南极电商,2127,2,基金重仓||网红直播
马应龙,600993,2,新三板||中药
园城黄金,600766,2,黄金概念||壳资源
南方汇通,920,2,铁路基建||新材料
南山控股,2314,2,航母概念||粤港自贸
奥士康,2913,2,PCB||富士康
南宁百货,600712,2,举牌概念||新零售
奥拓电子,2587,2,LED||MiniLED
奥特佳,2239,2,贬值受益||风能
南大光电,300346,2,光刻胶||基金重仓
大龙地产,600159,2,京津冀||证金持股
顾地科技,2694,2,海绵城市||基金重仓
大通燃气,593,2,青蒿素||天然气
哈空调,600202,2,东北振兴||核能核电
兴源环境,300266,2,纾困概念||医废处理
国睿科技,600562,2,PPP模式||军民融合
隆基股份,601012,2,HIT电池||基金重仓
国统股份,2205,2,PPP模式||水利建设
兴发集团,600141,2,化工原料||消毒剂
国联水产,300094,2,创业板综||海洋经济
*ST罗普,2333,2,苹果概念||昨日涨停
*ST美丽,10,2,PPP模式||深圳特区
陕天然气,2267,2,天然气||油气设服
哈工智能,584,2,深股通||智能机器
*ST海马,572,2,共享经济||无人驾驶
国际医学,516,2,免疫治疗||人造肉
和顺电气,300141,2,充电桩||预亏预减
和而泰,2402,2,纾困概念||智能家居
和晶科技,300279,2,在线教育||智能家居
和佳股份,300273,2,免疫治疗||医疗器械
隆鑫通用,603766,2,无人机||无人驾驶
圆通速递,600233,2,快递概念||转债标的
商业城,600306,2,车联网||东北振兴
喜临门,603008,2,基金重仓||影视概念
四环生物,518,2,超级真菌||人造肉
*ST皇台,995,2,甘肃||壳资源
青岛双星,599,2,工业4.0||雄安新区
四川路桥,600039,2,锂电池||一带一路
青岛金王,2094,2,电商概念||油改概念
国光电器,2045,2,触摸屏||无线耳机
青松建化,600425,2,一带一路||预盈预增
内蒙华电,600863,2,风能||转债标的
*ST生物,504,2,免疫治疗||人造肉
凤凰光学,600071,2,QFII重仓||锂电池
国新健康,503,2,电商概念||网络游戏
冀东装备,856,2,京津冀||雄安新区
国星光电,2449,2,LED||MiniLED
凤凰股份,600716,2,IPO受益||养老概念
雅化集团,2497,2,IPO受益||稀土永磁
国泰君安,601211,2,券商概念||上证50_
兴蓉环境,598,2,PPP模式||美丽中国
雅克科技,2409,2,参股360||国产芯片
元隆雅图,2878,2,网红直播||养老金
圣邦股份,300661,2,超清视频||无线耳机
凯盛科技,600552,2,OLED||触摸屏
*ST步森,2569,2,生态农业||昨日涨停
大庆华科,985,2,东北振兴||油价相关
吉视传媒,601929,2,广电||影视概念
吉翔股份,603399,2,小金属||影视概念
长江传媒,600757,2,在线教育||知识产权
吉电股份,875,2,风能||核能核电
大智慧,601519,2,互联金融||网红直播
大港股份,2077,2,国产芯片||军民融合
兰州民百,600738,2,甘肃||新零售
吉林敖东,623,2,中药||转债标的
大秦铁路,601006,2,上证50_||铁路基建
吉峰科技,300022,2,2025规划||乡村振兴
大西洋,600558,2,核能核电||预盈预增
兰太实业,600328,2,核能核电||稀缺资源
初灵信息,300250,2,远程办公||智能家居
六国化工,600470,2,化工原料||皖江区域
合康新能,300048,2,充电桩||垃圾分类
创元科技,551,2,美丽中国||新三板
兴业矿业,426,2,氟化工||昨日连板
顺利办,606,2,IPO受益||大数据
兰花科创,600123,2,稀缺资源||新材料
阳泉煤业,600348,2,MSCI中盘||稀缺资源
城投控股,600649,2,沪企改革||美丽中国
塔牌集团,2233,2,养老概念||粤港自贸
广聚能源,96,2,油改概念||粤港自贸
复旦复华,600624,2,创投||人脑工程
阳光城,671,2,智能家居||租售同权
外高桥,600648,2,进口博览||上海自贸
长鹰信质,2664,2,军民融合||无人机
多氟多,2407,2,氟化工||化工原料
创业慧康,300451,2,国产软件||基因测序
大东方,600327,2,IPO受益||新零售
大东海A,613,2,QFII重仓||壳资源
*ST毅达,600610,2,PPP模式||壳资源
大众公用,600635,2,沪企改革||天然气
顶点软件,603383,2,数字中国||知识产权
*ST金山,600396,2,东北振兴||风能
*ST金泰,600385,2,举牌概念||壳资源
*ST长生,2680,2,单抗概念||生物疫苗
*ST天首,611,2,大数据||小金属
银座股份,600858,2,社保重仓||新零售
农发种业,600313,2,乡村振兴||转基因
容大感光,300576,2,PCB||光刻胶
巨星科技,2444,2,工业4.0||无人驾驶
ST抚钢,600399,2,东北振兴||股权激励
金瑞矿业,600714,2,网络游戏||稀缺资源
宝鹰股份,2047,2,深圳特区||智慧城市
华测检测,300012,2,基金重仓||食品安全
巨轮智能,2031,2,工业4.0||智能机器
ST慧球,600556,2,举牌概念||智慧城市
众泰汽车,980,2,无人驾驶||新能源车
宝莱特,300246,2,创业板综||医疗器械
供销大集,564,2,电商概念||新零售
ST辅仁,600781,2,QFII重仓||中药
ST柳化,600423,2,股权激励||化工原料
*ST信威,600485,2,5G概念||股权激励
ST康美,600518,2,电商概念||中药
金力永磁,300748,2,稀土永磁||小金属
伊力特,600197,2,白酒||养老金
金冠股份,300510,2,高送转||送转预期
金健米业,600127,2,长株潭||人造肉
保利地产,600048,2,上证50_||租售同权
金自天正,600560,2,工业4.0||智能机器
麦趣尔,2719,2,二胎概念||乳业
麦捷科技,300319,2,OLED||纾困概念
金信诺,300252,2,5G概念||PCB
平高电气,600312,2,充电桩||预亏预减
鹏鼎控股,2938,2,PCB||无线耳机
华天酒店,428,2,参股保险||长株潭
华星创业,300025,2,边缘计算||数字孪生
巨力索具,2342,2,京津冀||军民融合
北部湾港,582,2,深股通||一带一路
金新农,2548,2,移动支付||转债标的
鼎龙股份,300054,2,3D打印||国产芯片
金明精机,300281,2,工业4.0||降解塑料
金晶科技,600586,2,太阳能||预盈预增
金徽酒,603919,2,白酒||甘肃
ST正源,600321,2,工业4.0||壳资源
山石网科,688030,2,VPN||网络安全
华录百纳,300291,2,虚拟现实||影视概念
ST爱旭,600732,2,迪士尼||石墨烯
金杯汽车,600609,2,东北振兴||机构重仓
山东威达,2026,2,独角兽||智能机器
金宇车城,803,2,举牌概念||医疗器械
鼎汉技术,300011,2,2025规划||铁路基建
伟星股份,2003,2,北斗导航||养老金
尚荣医疗,2551,2,养老概念||医疗器械
华宝股份,300741,2,人造肉||送转预期
尔康制药,300267,2,超级真菌||工业大麻
金域医学,603882,2,基因测序||冷链物流
小天鹅A,418,2,MSCI中盘||QFII重仓
岷江水电,600131,2,UWB概念||预盈预增
伟星新材,2372,2,海绵城市||养老金
崇达技术,2815,2,PCB||贬值受益
金杯电工,2533,2,充电桩||冷链物流
川润股份,2272,2,风能||垃圾分类
佳云科技,300242,2,网络游戏||小米概念
工业富联,601138,2,工业互联||上证50_
黔源电力,2039,2,举牌概念||养老金
华业资本,600240,2,京津冀||养老概念
广东榕泰,600589,2,大数据||云计算
依米康,300249,2,垃圾分类||云计算
ST庞大,601258,2,共享经济||京津冀
广哈通信,300711,2,昨日连板||昨日涨停
广宇发展,537,2,滨海新区||深成500
ST天润,2113,2,长株潭||网络游戏
仙坛股份,2746,2,高送转||生态农业
华虹计通,300330,2,迪士尼||沪企改革
信邦制药,2390,2,工业大麻||精准医疗
鸿达兴业,2002,2,稀土永磁||消毒剂
*ST中葡,600084,2,锂电池||债转股
*ST凯迪,939,2,生态农业||页岩气
安纳达,2136,2,钛白粉||皖江区域
ST天宝,2220,2,冷链物流||人造肉
龙建股份,600853,2,PPP模式||东北振兴
ST天业,600807,2,参股360||黄金概念
*ST大洲,571,2,锂电池||新能源车
金隅集团,601992,2,京津冀||债转股
安恒信息,688023,2,工业互联||网络安全
广日股份,600894,2,工业4.0||粤港自贸
华贸物流,603128,2,快递概念||上海自贸
量子生物,300149,2,创业板综||二胎概念
安居宝,300155,2,国家安防||智能家居
广汽集团,601238,2,车联网||转债标的
华光股份,600475,2,美丽中国||债转股
重庆百货,600729,2,北京冬奥||电商概念
*ST东网,2175,2,虚拟现实||影视概念
安琪酵母,600298,2,QFII重仓||新三板
华自科技,300490,2,长株潭||水利建设
广州港,601228,2,冷链物流||粤港自贸
华建集团,600629,2,风能||沪企改革
宏达股份,600331,2,稀缺资源||小金属
广信股份,603599,2,社保重仓||送转预期
华塑控股,509,2,互联金融||壳资源
宜华健康,150,2,养老概念||医疗器械
华东电脑,600850,2,国产软件||云计算
