id,stock_index,stock_name,jijin_num,stock_date,day,jijin_date
1,601878,浙商证券,5,2020_02_20,2020_02_20,2019-12-31
2,300569,天能重工,5,2020_02_20,2020_02_20,2019-12-31
1,603638,艾迪精密,5,2020_02_20,2020_02_20,2019-12-31
2,300682,朗新科技,5,2020_02_20,2020_02_20,2019-12-31
1,603587,地素时尚,5,2020_02_20,2020_02_20,2019-12-31
1,603839,安正时尚,5,2020_02_20,2020_02_20,2019-12-31
2,002878,元隆雅图,5,2020_02_20,2020_02_20,2019-12-31
2,300497,富祥股份,5,2020_02_20,2020_02_20,2019-12-31
1,603871,嘉友国际,5,2020_02_20,2020_02_20,2019-9-30
1,603486,科沃斯,5,2020_02_20,2020_02_20,2019-12-31
1,601200,上海环境,5,2020_02_20,2020_02_20,2019-12-31
2,002945,华林证券,5,2020_02_20,2020_02_20,2019-9-30
1,688368,晶丰明源,5,2020_02_20,2020_02_20,2019-12-31
1,601916,浙商银行,5,2020_02_20,2020_02_20,2019-12-31
1,603995,甬金股份,5,2020_02_20,2020_02_20,2019-12-31
1,688018,乐鑫科技,5,2020_02_20,2020_02_20,2019-12-31
1,688166,博瑞医药,5,2020_02_20,2020_02_20,2019-12-31
1,688037,芯源微,5,2020_02_20,2020_02_20,2019-12-31
2,000950,重药控股,4,2020_02_20,2020_02_20,2019-9-30
2,000027,深圳能源,4,2020_02_20,2020_02_20,2019-12-31
1,600510,黑牡丹,4,2020_02_20,2020_02_20,2019-12-31
1,600136,当代明诚,4,2020_02_20,2020_02_20,2019-12-31
1,600138,中青旅,4,2020_02_20,2020_02_20,2019-12-31
1,600523,贵航股份,4,2020_02_20,2020_02_20,2019-9-30
1,600828,茂业商业,4,2020_02_20,2020_02_20,2019-9-30
1,600435,北方导航,4,2020_02_20,2020_02_20,2019-9-30
1,600439,瑞贝卡,4,2020_02_20,2020_02_20,2019-12-31
1,600206,有研新材,4,2020_02_20,2020_02_20,2019-9-30
1,600208,新湖中宝,4,2020_02_20,2020_02_20,2019-12-31
1,600378,昊华科技,4,2020_02_20,2020_02_20,2019-12-31
1,600039,四川路桥,4,2020_02_20,2020_02_20,2019-9-30
1,600755,厦门国贸,4,2020_02_20,2020_02_20,2019-9-30
1,600757,长江传媒,4,2020_02_20,2020_02_20,2019-12-31
1,600516,方大炭素,4,2020_02_20,2020_02_20,2019-12-31
1,600803,新奥股份,4,2020_02_20,2020_02_20,2019-12-31
1,600006,东风汽车,4,2020_02_20,2020_02_20,2019-9-30
1,600056,中国医药,4,2020_02_20,2020_02_20,2019-9-30
1,600702,舍得酒业,4,2020_02_20,2020_02_20,2019-9-30
1,600732,ST爱旭,4,2020_02_20,2020_02_20,2019-12-31
1,600565,迪马股份,4,2020_02_20,2020_02_20,2019-12-31
1,600566,济川药业,4,2020_02_20,2020_02_20,2019-12-31
1,600961,株冶集团,4,2020_02_20,2020_02_20,2019-12-31
1,600233,圆通速递,4,2020_02_20,2020_02_20,2019-12-31
2,000718,苏宁环球,4,2020_02_20,2020_02_20,2019-9-30
1,600664,哈药股份,4,2020_02_20,2020_02_20,2019-12-31
1,600562,国睿科技,4,2020_02_20,2020_02_20,2019-12-31
1,600297,广汇汽车,4,2020_02_20,2020_02_20,2019-12-31
1,600988,赤峰黄金,4,2020_02_20,2020_02_20,2019-9-30
1,600497,驰宏锌锗,4,2020_02_20,2020_02_20,2019-9-30
1,600985,淮北矿业,4,2020_02_20,2020_02_20,2019-12-31
1,600694,大商股份,4,2020_02_20,2020_02_20,2019-9-30
1,600315,上海家化,4,2020_02_20,2020_02_20,2019-12-31
2,000543,皖能电力,4,2020_02_20,2020_02_20,2019-12-31
2,000686,东北证券,4,2020_02_20,2020_02_20,2019-12-31
2,000601,韶能股份,4,2020_02_20,2020_02_20,2019-9-30
1,601333,广深铁路,4,2020_02_20,2020_02_20,2019-12-31
2,300294,博雅生物,4,2020_02_20,2020_02_20,2019-12-31
1,601618,中国中冶,4,2020_02_20,2020_02_20,2019-12-31
2,002152,广电运通,4,2020_02_20,2020_02_20,2019-12-31
1,601992,金隅集团,4,2020_02_20,2020_02_20,2019-12-31
2,002251,步步高,4,2020_02_20,2020_02_20,2019-12-31
1,601898,中煤能源,4,2020_02_20,2020_02_20,2019-12-31
2,002159,三特索道,4,2020_02_20,2020_02_20,2019-9-30
2,000006,深振业A,4,2020_02_20,2020_02_20,2019-12-31
2,300119,瑞普生物,4,2020_02_20,2020_02_20,2019-12-31
2,300134,大富科技,4,2020_02_20,2020_02_20,2019-9-30
2,002677,浙江美大,4,2020_02_20,2020_02_20,2019-12-31
1,600578,京能电力,4,2020_02_20,2020_02_20,2019-12-31
2,300058,蓝色光标,4,2020_02_20,2020_02_20,2019-12-31
2,300257,开山股份,4,2020_02_20,2020_02_20,2019-9-30
2,002479,富春环保,4,2020_02_20,2020_02_20,2019-9-30
1,601919,中远海控,4,2020_02_20,2020_02_20,2019-12-31
2,002603,以岭药业,4,2020_02_20,2020_02_20,2019-12-31
2,002458,益生股份,4,2020_02_20,2020_02_20,2019-12-31
2,300083,劲胜智能,4,2020_02_20,2020_02_20,2019-12-31
2,300192,科斯伍德,4,2020_02_20,2020_02_20,2019-9-30
2,300327,中颖电子,4,2020_02_20,2020_02_20,2019-12-31
2,002605,姚记科技,4,2020_02_20,2020_02_20,2019-12-31
2,002713,东易日盛,4,2020_02_20,2020_02_20,2019-9-30
2,300170,汉得信息,4,2020_02_20,2020_02_20,2019-9-30
1,603008,喜临门,4,2020_02_20,2020_02_20,2019-12-31
2,300349,金卡智能,4,2020_02_20,2020_02_20,2019-12-31
2,300212,易华录,4,2020_02_20,2020_02_20,2019-12-31
1,603599,广信股份,4,2020_02_20,2020_02_20,2019-12-31
2,300378,鼎捷软件,4,2020_02_20,2020_02_20,2019-9-30
2,300258,精锻科技,4,2020_02_20,2020_02_20,2019-12-31
2,002719,麦趣尔,4,2020_02_20,2020_02_20,2019-12-31
1,603989,艾华集团,4,2020_02_20,2020_02_20,2019-12-31
2,002746,仙坛股份,4,2020_02_20,2020_02_20,2019-12-31
2,002698,博实股份,4,2020_02_20,2020_02_20,2019-12-31
2,002838,道恩股份,4,2020_02_20,2020_02_20,2019-12-31
1,600909,华安证券,4,2020_02_20,2020_02_20,2019-12-31
1,603010,万盛股份,4,2020_02_20,2020_02_20,2019-9-30
2,002803,吉宏股份,4,2020_02_20,2020_02_20,2019-12-31
2,300415,伊之密,4,2020_02_20,2020_02_20,2019-12-31
2,300417,南华仪器,4,2020_02_20,2020_02_20,2019-12-31
2,002747,埃斯顿,4,2020_02_20,2020_02_20,2019-12-31
1,601606,长城军工,4,2020_02_20,2020_02_20,2019-9-30
1,603018,中设集团,4,2020_02_20,2020_02_20,2019-12-31
1,603886,元祖股份,4,2020_02_20,2020_02_20,2019-12-31
1,601163,三角轮胎,4,2020_02_20,2020_02_20,2019-12-31
1,603203,快克股份,4,2020_02_20,2020_02_20,2019-12-31
2,300550,和仁科技,4,2020_02_20,2020_02_20,2019-9-30
2,300624,万兴科技,4,2020_02_20,2020_02_20,2019-12-31
1,603385,惠达卫浴,4,2020_02_20,2020_02_20,2019-9-30
1,601162,天风证券,4,2020_02_20,2020_02_20,2019-12-31
2,300598,诚迈科技,4,2020_02_20,2020_02_20,2019-12-31
1,603360,百傲化学,4,2020_02_20,2020_02_20,2019-12-31
1,603133,碳元科技,4,2020_02_20,2020_02_20,2019-12-31
1,603180,金牌厨柜,4,2020_02_20,2020_02_20,2019-12-31
1,603826,坤彩科技,4,2020_02_20,2020_02_20,2019-12-31
1,603200,上海洗霸,4,2020_02_20,2020_02_20,2019-9-30
2,002926,华西证券,4,2020_02_20,2020_02_20,2019-12-31
2,300584,海辰药业,4,2020_02_20,2020_02_20,2019-9-30
2,300662,科锐国际,4,2020_02_20,2020_02_20,2019-12-31
2,300676,华大基因,4,2020_02_20,2020_02_20,2019-12-31
1,603916,苏博特,4,2020_02_20,2020_02_20,2019-12-31
1,601900,南方传媒,4,2020_02_20,2020_02_20,2019-12-31
1,603377,东方时尚,4,2020_02_20,2020_02_20,2019-12-31
1,603985,恒润股份,4,2020_02_20,2020_02_20,2019-9-30
1,601108,财通证券,4,2020_02_20,2020_02_20,2019-12-31
1,603305,旭升股份,4,2020_02_20,2020_02_20,2019-12-31
1,600901,江苏租赁,4,2020_02_20,2020_02_20,2019-12-31
2,002897,意华股份,4,2020_02_20,2020_02_20,2019-9-30
2,002901,大博医疗,4,2020_02_20,2020_02_20,2019-12-31
1,603181,皇马科技,4,2020_02_20,2020_02_20,2019-9-30
2,300679,电连技术,4,2020_02_20,2020_02_20,2019-12-31
1,603429,集友股份,4,2020_02_20,2020_02_20,2019-12-31
2,300697,电工合金,4,2020_02_20,2020_02_20,2019-9-30
2,002933,新兴装备,4,2020_02_20,2020_02_20,2019-9-30
2,002946,新乳业,4,2020_02_20,2020_02_20,2019-9-30
2,300785,值得买,4,2020_02_20,2020_02_20,2019-12-31
1,603068,博通集成,4,2020_02_20,2020_02_20,2019-12-31
1,688181,八亿时空,4,2020_02_20,2020_02_20,2019-12-31
1,688258,卓易信息,4,2020_02_20,2020_02_20,2019-12-31
2,000926,福星股份,3,2020_02_20,2020_02_20,2019-9-30
1,600811,东方集团,3,2020_02_20,2020_02_20,2019-9-30
1,600356,恒丰纸业,3,2020_02_20,2020_02_20,2019-9-30
1,600581,八一钢铁,3,2020_02_20,2020_02_20,2019-9-30
2,002672,东江环保,3,2020_02_20,2020_02_20,2019-12-31
1,600308,华泰股份,3,2020_02_20,2020_02_20,2019-12-31
1,600259,广晟有色,3,2020_02_20,2020_02_20,2019-12-31
1,600266,城建发展,3,2020_02_20,2020_02_20,2019-12-31
1,600150,中国船舶,3,2020_02_20,2020_02_20,2019-12-31
2,002500,山西证券,3,2020_02_20,2020_02_20,2019-12-31
1,600826,兰生股份,3,2020_02_20,2020_02_20,2019-9-30
1,600415,小商品城,3,2020_02_20,2020_02_20,2019-12-31
1,600418,江淮汽车,3,2020_02_20,2020_02_20,2019-12-31
1,600458,时代新材,3,2020_02_20,2020_02_20,2019-9-30
2,000779,甘咨询,3,2020_02_20,2020_02_20,2019-9-30
1,600897,厦门空港,3,2020_02_20,2020_02_20,2019-12-31
1,600348,阳泉煤业,3,2020_02_20,2020_02_20,2019-12-31
2,000888,峨眉山A,3,2020_02_20,2020_02_20,2019-12-31
2,000892,欢瑞世纪,3,2020_02_20,2020_02_20,2019-12-31
1,600386,北巴传媒,3,2020_02_20,2020_02_20,2019-9-30
1,600033,福建高速,3,2020_02_20,2020_02_20,2019-12-31
1,600269,赣粤高速,3,2020_02_20,2020_02_20,2019-9-30
1,600110,诺德股份,3,2020_02_20,2020_02_20,2019-12-31
1,600118,中国卫星,3,2020_02_20,2020_02_20,2019-12-31
1,600125,铁龙物流,3,2020_02_20,2020_02_20,2019-9-30
2,000426,兴业矿业,3,2020_02_20,2020_02_20,2019-9-30
2,002045,国光电器,3,2020_02_20,2020_02_20,2019-9-30
2,000050,深天马A,3,2020_02_20,2020_02_20,2019-12-31
1,600088,中视传媒,3,2020_02_20,2020_02_20,2019-9-30
2,000008,神州高铁,3,2020_02_20,2020_02_20,2019-12-31
1,600010,包钢股份,3,2020_02_20,2020_02_20,2019-12-31
1,600011,华能国际,3,2020_02_20,2020_02_20,2019-12-31
1,600061,国投资本,3,2020_02_20,2020_02_20,2019-12-31
1,600699,均胜电子,3,2020_02_20,2020_02_20,2019-12-31
1,600556,ST慧球,3,2020_02_20,2020_02_20,2019-12-31
1,600750,江中药业,3,2020_02_20,2020_02_20,2019-12-31
1,600446,金证股份,3,2020_02_20,2020_02_20,2019-9-30
1,600667,太极实业,3,2020_02_20,2020_02_20,2019-12-31
2,000709,河钢股份,3,2020_02_20,2020_02_20,2019-12-31
2,000712,锦龙股份,3,2020_02_20,2020_02_20,2019-9-30
2,002139,拓邦股份,3,2020_02_20,2020_02_20,2019-12-31
1,600976,健民集团,3,2020_02_20,2020_02_20,2019-12-31
1,600693,东百集团,3,2020_02_20,2020_02_20,2019-12-31
1,600022,山东钢铁,3,2020_02_20,2020_02_20,2019-9-30
2,002014,永新股份,3,2020_02_20,2020_02_20,2019-12-31
1,600495,晋西车轴,3,2020_02_20,2020_02_20,2019-9-30
2,000970,中科三环,3,2020_02_20,2020_02_20,2019-12-31
2,002024,苏宁易购,3,2020_02_20,2020_02_20,2019-12-31
1,600987,航民股份,3,2020_02_20,2020_02_20,2019-12-31
2,000540,中天金融,3,2020_02_20,2020_02_20,2019-12-31
2,000089,深圳机场,3,2020_02_20,2020_02_20,2019-12-31
1,600338,西藏珠峰,3,2020_02_20,2020_02_20,2019-12-31
2,000158,常山北明,3,2020_02_20,2020_02_20,2019-12-31
2,000301,东方盛虹,3,2020_02_20,2020_02_20,2019-12-31
2,000403,双林生物,3,2020_02_20,2020_02_20,2019-12-31
1,600775,南京熊猫,3,2020_02_20,2020_02_20,2019-9-30
1,600848,上海临港,3,2020_02_20,2020_02_20,2019-12-31
1,600850,华东电脑,3,2020_02_20,2020_02_20,2019-9-30
1,600855,航天长峰,3,2020_02_20,2020_02_20,2019-12-31
2,000597,东北制药,3,2020_02_20,2020_02_20,2019-9-30
2,000631,顺发恒业,3,2020_02_20,2020_02_20,2019-12-31
2,000503,国新健康,3,2020_02_20,2020_02_20,2019-12-31
2,002626,金达威,3,2020_02_20,2020_02_20,2019-12-31
2,002092,中泰化学,3,2020_02_20,2020_02_20,2019-9-30
1,601669,中国电建,3,2020_02_20,2020_02_20,2019-12-31
2,300072,三聚环保,3,2020_02_20,2020_02_20,2019-12-31
2,002436,兴森科技,3,2020_02_20,2020_02_20,2019-12-31
2,300065,海兰信,3,2020_02_20,2020_02_20,2019-12-31
2,002074,国轩高科,3,2020_02_20,2020_02_20,2019-12-31
2,002234,民和股份,3,2020_02_20,2020_02_20,2019-12-31
2,002324,普利特,3,2020_02_20,2020_02_20,2019-12-31
2,300214,日科化学,3,2020_02_20,2020_02_20,2019-9-30
2,002099,海翔药业,3,2020_02_20,2020_02_20,2019-12-31
2,300016,北陆药业,3,2020_02_20,2020_02_20,2019-12-31
1,601139,深圳燃气,3,2020_02_20,2020_02_20,2019-12-31
2,002364,中恒电气,3,2020_02_20,2020_02_20,2019-9-30
2,002221,东华能源,3,2020_02_20,2020_02_20,2019-12-31
2,300233,金城医药,3,2020_02_20,2020_02_20,2019-12-31
2,002567,唐人神,3,2020_02_20,2020_02_20,2019-12-31
2,002310,东方园林,3,2020_02_20,2020_02_20,2019-12-31
2,002659,凯文教育,3,2020_02_20,2020_02_20,2019-12-31
2,002237,恒邦股份,3,2020_02_20,2020_02_20,2019-12-31
2,300075,数字政通,3,2020_02_20,2020_02_20,2019-9-30
2,002683,宏大爆破,3,2020_02_20,2020_02_20,2019-12-31
2,300259,新天科技,3,2020_02_20,2020_02_20,2019-12-31
2,300244,迪安诊断,3,2020_02_20,2020_02_20,2019-12-31
1,601011,宝泰隆,3,2020_02_20,2020_02_20,2019-12-31
2,002428,云南锗业,3,2020_02_20,2020_02_20,2019-9-30
2,300215,电科院,3,2020_02_20,2020_02_20,2019-9-30
2,300206,理邦仪器,3,2020_02_20,2020_02_20,2019-12-31
2,002373,千方科技,3,2020_02_20,2020_02_20,2019-12-31
2,002444,巨星科技,3,2020_02_20,2020_02_20,2019-12-31
2,002546,新联电子,3,2020_02_20,2020_02_20,2019-9-30
2,002640,跨境通,3,2020_02_20,2020_02_20,2019-9-30
2,002382,蓝帆医疗,3,2020_02_20,2020_02_20,2019-12-31
2,002331,皖通科技,3,2020_02_20,2020_02_20,2019-9-30
2,000887,中鼎股份,3,2020_02_20,2020_02_20,2019-12-31
2,300041,回天新材,3,2020_02_20,2020_02_20,2019-9-30
2,002327,富安娜,3,2020_02_20,2020_02_20,2019-12-31
2,002538,司尔特,3,2020_02_20,2020_02_20,2019-9-30
2,002385,大北农,3,2020_02_20,2020_02_20,2019-12-31
2,002649,博彦科技,3,2020_02_20,2020_02_20,2019-9-30
1,600058,五矿发展,3,2020_02_20,2020_02_20,2019-12-31
1,600166,福田汽车,3,2020_02_20,2020_02_20,2019-12-31
2,300309,吉艾科技,3,2020_02_20,2020_02_20,2019-9-30
2,002670,国盛金控,3,2020_02_20,2020_02_20,2019-12-31
2,300546,雄帝科技,3,2020_02_20,2020_02_20,2019-12-31
2,002549,凯美特气,3,2020_02_20,2020_02_20,2019-12-31
2,002701,奥瑞金,3,2020_02_20,2020_02_20,2019-12-31
2,002338,奥普光电,3,2020_02_20,2020_02_20,2019-9-30
2,002688,金河生物,3,2020_02_20,2020_02_20,2019-9-30
2,300339,润和软件,3,2020_02_20,2020_02_20,2019-9-30
2,002745,木林森,3,2020_02_20,2020_02_20,2019-12-31
2,300352,北信源,3,2020_02_20,2020_02_20,2019-12-31
1,603688,石英股份,3,2020_02_20,2020_02_20,2019-12-31
2,002621,美吉姆,3,2020_02_20,2020_02_20,2019-12-31
2,002083,孚日股份,3,2020_02_20,2020_02_20,2019-9-30
2,002738,中矿资源,3,2020_02_20,2020_02_20,2019-9-30
1,603699,纽威股份,3,2020_02_20,2020_02_20,2019-12-31
1,603609,禾丰牧业,3,2020_02_20,2020_02_20,2019-12-31
2,002724,海洋王,3,2020_02_20,2020_02_20,2019-12-31
1,603158,腾龙股份,3,2020_02_20,2020_02_20,2019-12-31
1,603959,百利科技,3,2020_02_20,2020_02_20,2019-9-30
1,600959,江苏有线,3,2020_02_20,2020_02_20,2019-9-30
1,601069,西部黄金,3,2020_02_20,2020_02_20,2019-12-31
2,002749,国光股份,3,2020_02_20,2020_02_20,2019-12-31
1,603025,大豪科技,3,2020_02_20,2020_02_20,2019-12-31
2,002818,富森美,3,2020_02_20,2020_02_20,2019-12-31
1,601811,新华文轩,3,2020_02_20,2020_02_20,2019-9-30
1,603588,高能环境,3,2020_02_20,2020_02_20,2019-12-31
1,603558,健盛集团,3,2020_02_20,2020_02_20,2019-12-31
2,300552,万集科技,3,2020_02_20,2020_02_20,2019-12-31
2,300533,冰川网络,3,2020_02_20,2020_02_20,2019-9-30
1,603060,国检集团,3,2020_02_20,2020_02_20,2019-12-31
1,603900,莱绅通灵,3,2020_02_20,2020_02_20,2019-9-30
1,600977,中国电影,3,2020_02_20,2020_02_20,2019-12-31
1,603505,金石资源,3,2020_02_20,2020_02_20,2019-12-31
2,300458,全志科技,3,2020_02_20,2020_02_20,2019-12-31
2,002807,江阴银行,3,2020_02_20,2020_02_20,2019-12-31
2,002839,张家港行,3,2020_02_20,2020_02_20,2019-12-31
2,002837,英维克,3,2020_02_20,2020_02_20,2019-9-30
1,603538,美诺华,3,2020_02_20,2020_02_20,2019-12-31
1,603721,中广天择,3,2020_02_20,2020_02_20,2019-12-31
2,300638,广和通,3,2020_02_20,2020_02_20,2019-12-31
2,300388,国祯环保,3,2020_02_20,2020_02_20,2019-12-31
2,300495,美尚生态,3,2020_02_20,2020_02_20,2019-9-30
1,603040,新坐标,3,2020_02_20,2020_02_20,2019-12-31
1,603920,世运电路,3,2020_02_20,2020_02_20,2019-12-31
2,300593,新雷能,3,2020_02_20,2020_02_20,2019-12-31
2,002882,金龙羽,3,2020_02_20,2020_02_20,2019-9-30
