bankuai,stock_date,zhangdiee
空气治理,2021-02-03,-0.109
水产品,2021-02-04,-0.26
仿制药,2021-02-01,0.37
3D打印,2021-01-26,-0.243
科创50,2021-01-25,0.394
小米概念,2021-01-14,0.101
机器人概念,2021-01-14,0.142
超级细菌,2021-01-14,-0.222
摘帽概念,2021-01-15,-0.712
业绩预升,2021-01-15,0.0
信托重仓,2021-01-15,-0.195
摘帽概念,2021-01-22,-0.19
抗癌,2021-01-29,0.005
科创50,2021-01-15,0.464
民营医院,2021-01-28,-0.627
碳纤维,2021-01-21,0.288
涉矿概念,2021-01-15,-0.106
安防服务,2021-01-15,0.056
未股改,2021-01-15,0.036
聚氨酯,2021-02-03,-0.067
图们江,2021-01-28,-0.733
奢侈品,2021-01-27,-4.253
碳纤维,2021-02-04,-0.084
土地流转,2021-01-14,-0.037
特斯拉,2021-01-14,-0.472
沿海发展,2021-01-14,-0.236
电商概念,2021-01-13,-0.601
沿海发展,2021-01-13,-0.243
股权激励,2021-01-13,-0.371
军民融合,2021-01-29,-0.426
互联金融,2021-01-29,-0.161
循环经济,2021-01-29,-0.162
固废处理,2021-01-27,-0.02
水域改革,2021-02-02,-0.035
图们江,2021-01-14,-0.785
图们江,2021-01-15,0.273
海工装备,2021-01-26,-0.29
氢燃料,2021-01-26,-0.111
新能源,2021-01-26,-0.189
皖江区域,2021-02-04,-0.182
文化振兴,2021-02-04,-0.162
空气治理,2021-02-04,-0.105
聚氨酯,2021-02-04,0.304
科创50,2021-01-20,2.088
海峡西岸,2021-01-15,-0.052
含H股,2021-01-15,0.023
空气治理,2021-01-15,0.079
海上丝路,2021-02-04,0.454
氢能源,2021-01-22,-0.084
含H股,2021-01-22,-0.024
三沙概念,2021-01-22,-0.197
碳纤维,2021-02-01,0.239
空气治理,2021-01-21,0.185
地热能,2021-01-21,0.058
基因概念,2021-01-21,0.526
深圳本地,2021-01-21,-0.036
生物燃料,2021-01-28,-0.18
奢侈品,2021-01-15,-3.323
科创50,2021-02-02,0.194
苹果概念,2021-01-14,-0.398
婴童概念,2021-01-14,-0.065
QFII重仓,2021-01-14,-0.634
5G概念,2021-01-20,-0.046
文化振兴,2021-01-20,-0.039
准ST股,2021-01-20,0.182
小米概念,2021-02-01,0.183
水利建设,2021-02-01,0.055
土地流转,2021-02-01,0.03
空气治理,2021-02-01,0.075
食品安全,2021-01-25,-0.309
碳纤维,2021-01-25,0.01
赛马概念,2021-01-25,-0.004
出口退税,2021-01-14,-0.138
外资背景,2021-01-18,0.06
民营医院,2021-01-14,-0.111
外资背景,2021-02-01,-0.179
海上丝路,2021-02-03,-0.072
基因概念,2021-01-22,0.991
电商概念,2021-01-22,-0.761
电子支付,2021-02-02,-0.057
民营银行,2021-02-02,0.119
新能源,2021-02-02,0.108
食品安全,2021-02-01,0.148
送转潜力,2021-02-01,-0.066
高校背景,2021-02-01,0.101
抗癌,2021-01-19,-0.299
生物燃料,2021-01-27,0.065
自贸区,2021-01-29,-0.239
民营医院,2021-01-13,-0.478
基因测序,2021-01-14,0.3
黄河三角,2021-01-19,-0.097
金融改革,2021-01-19,0.007
节能环保,2021-01-19,0.039
乡村振兴,2021-02-02,0.115
前海概念,2021-02-02,0.171
央企50,2021-02-02,0.022
网络游戏,2021-01-20,-0.067
QFII重仓,2021-01-20,0.542
振兴沈阳,2021-01-20,0.055
免疫治疗,2021-01-25,-0.406
基因测序,2021-01-25,-0.019
央企50,2021-01-25,0.044
海上丝路,2021-02-01,0.33
碳纤维,2021-01-15,0.092
核电核能,2021-01-28,-0.203
电商概念,2021-01-28,-0.213
油气改革,2021-01-28,-0.183
充电桩,2021-01-26,-0.282
准ST股,2021-01-26,-0.391
业绩预降,2021-01-26,-0.153
水域改革,2021-01-26,-0.113
碳纤维,2021-01-22,0.105
科创50,2021-02-03,-0.609
上海自贸,2021-02-03,-0.242
基金重仓,2021-02-03,0.278
稀缺资源,2021-01-27,0.097
触摸屏,2021-01-27,-0.019
皖江区域,2021-01-27,0.306
5G概念,2021-02-01,-0.048
生态农业,2021-02-01,-0.104
准ST股,2021-02-01,0.032
光伏概念,2021-01-20,0.857
ST板块,2021-01-20,0.116
水域改革,2021-01-20,-0.024
免疫治疗,2021-01-18,0.032
油气改革,2021-01-18,0.239
基金重仓,2021-01-18,-0.328
自贸区,2021-02-04,-0.168
抗癌,2021-01-13,0.019
奢侈品,2021-02-01,0.414
建筑节能,2021-02-01,0.563
汽车电子,2021-02-01,-0.075
污水处理,2021-02-01,0.028
民营银行,2021-02-01,0.222
生物育种,2021-02-01,-0.375
生物燃料,2021-01-25,0.18
垃圾分类,2021-02-04,-0.125
海南自贸,2021-02-04,-0.417
分拆上市,2021-02-04,-0.346
自贸区,2021-01-20,0.168
海上丝路,2021-01-14,-0.951
水域改革,2021-01-21,0.078
水域改革,2021-02-03,0.225
海南自贸,2021-01-15,0.053
武汉规划,2021-01-15,-0.004
准ST股,2021-01-15,0.123
乡村振兴,2021-01-18,0.453
军工航天,2021-01-18,0.351
涉矿概念,2021-01-18,0.307
免疫治疗,2021-01-14,-0.031
摘帽概念,2021-01-14,-0.844
本月解禁,2021-01-14,-0.438
乡村振兴,2021-01-15,0.091
赛马概念,2021-01-15,0.02
股期概念,2021-01-15,0.03
智能电网,2021-01-13,-0.206
海工装备,2021-01-13,-0.008
自贸区,2021-01-13,-0.06
朝鲜改革,2021-01-20,0.23
国防军工,2021-01-20,0.325
锂电池,2021-01-20,0.601
军民融合,2021-01-22,-0.16
成渝特区,2021-01-22,0.286
污水处理,2021-01-22,-0.12
页岩气,2021-01-13,0.002
污水处理,2021-01-13,-0.059
机器人概念,2021-01-13,-0.178
5G概念,2021-01-15,0.047
文化振兴,2021-01-15,0.029
生物育种,2021-01-15,-0.055
博彩概念,2021-02-02,0.269
绿色照明,2021-02-02,0.037
生物育种,2021-02-02,-0.197
海上丝路,2021-01-29,0.422
自贸区,2021-02-01,-0.03
碳纤维,2021-02-02,0.091
猪肉,2021-01-27,0.162
奢侈品,2021-01-29,2.495
国产软件,2021-01-29,-0.479
网络游戏,2021-01-29,-0.233
草甘膦,2021-02-04,0.308
氢燃料,2021-02-04,-0.044
送转潜力,2021-02-04,-0.149
稀缺资源,2021-01-29,-0.227
水利建设,2021-01-29,-0.014
上海自贸,2021-01-29,-0.127
海南自贸,2021-02-02,0.658
风能,2021-02-02,0.034
上海自贸,2021-02-02,0.049
卫星导航,2021-02-02,0.339
基因概念,2021-02-02,0.833
电商概念,2021-02-02,0.757
垃圾分类,2021-01-20,-0.054
含GDR,2021-01-20,-0.02
军民融合,2021-01-21,0.059
上海自贸,2021-01-21,0.065
振兴沈阳,2021-01-21,0.142
聚氨酯,2021-01-27,0.068
碳纤维,2021-01-14,-0.063
智能家居,2021-02-01,0.098
水利建设,2021-01-14,0.062
页岩气,2021-01-14,-0.056
汽车电子,2021-01-14,0.03
水域改革,2021-01-27,-0.129
抗癌,2021-01-28,-0.573
长株潭,2021-02-04,-0.246
基因概念,2021-02-04,-0.522
超级细菌,2021-02-04,-0.475
碳纤维,2021-01-13,-0.056
猪肉,2021-02-04,0.024
融资融券,2021-01-15,-0.202
抗癌,2021-01-15,-0.065
油气改革,2021-01-15,0.024
涉矿概念,2021-01-22,0.031
聚氨酯,2021-01-22,0.056
业绩预降,2021-01-22,-0.071
聚氨酯,2021-01-20,0.159
赛马概念,2021-01-20,-0.026
国产软件,2021-01-20,-0.113
国防军工,2021-01-27,-0.081
特斯拉,2021-01-27,0.24
赛马概念,2021-01-27,0.048
机器人概念,2021-01-18,0.25
自贸区,2021-01-18,0.062
日韩贸易,2021-01-18,0.145
建筑节能,2021-01-29,0.022
基因测序,2021-01-29,-0.542
智能家居,2021-01-29,-0.088
稀缺资源,2021-01-21,0.521
三沙概念,2021-01-21,0.046
重组概念,2021-01-21,0.093
核电核能,2021-01-15,0.088
宽带提速,2021-01-15,-0.128
外资背景,2021-01-15,-0.137
维生素,2021-01-27,0.142
送转潜力,2021-01-27,-0.055
整体上市,2021-01-27,0.171
含GDR,2021-02-02,0.03
自贸区,2021-01-21,0.11
聚氨酯,2021-01-28,-0.585
苹果概念,2021-01-26,-0.607
猪肉,2021-01-26,0.501
高校背景,2021-01-26,-0.116
水产品,2021-01-13,-0.233
ST板块,2021-01-13,-0.102
准ST股,2021-01-13,-0.106
聚氨酯,2021-01-15,-0.018
水域改革,2021-01-15,0.177
高校背景,2021-01-15,-0.004
光伏概念,2021-01-29,-0.482
石墨烯,2021-01-29,-0.14
甲型流感,2021-01-29,-0.231
物联网,2021-01-19,-0.011
锂电池,2021-01-19,-0.437
超级细菌,2021-01-19,-0.089
聚氨酯,2021-01-21,0.186
草甘膦,2021-01-21,0.202
准ST股,2021-01-21,0.174
土地流转,2021-01-25,-0.031
风能,2021-01-25,0.087
超级细菌,2021-01-25,-0.738
图们江,2021-01-29,-0.22
业绩预升,2021-01-29,-0.242
沿海发展,2021-01-29,-0.278
含GDR,2021-01-21,0.18
长株潭,2021-01-27,-0.101
页岩气,2021-01-27,-0.01
智能家居,2021-01-27,-0.094
含GDR,2021-01-26,-0.72
含GDR,2021-01-15,-0.11
水产品,2021-01-28,-0.058
地热能,2021-01-28,0.011
空气治理,2021-01-28,-0.146
含GDR,2021-02-01,0.04
ST板块,2021-02-01,-0.024
超大盘,2021-02-01,0.137
猪肉,2021-01-28,-0.324
猪肉,2021-02-01,0.344
猪肉,2021-01-15,-0.187
抗癌,2021-01-20,0.477
融资融券,2021-02-04,-0.349
金融参股,2021-02-04,-0.107
股期概念,2021-02-04,-0.147
聚氨酯,2021-02-01,0.55
聚氨酯,2021-02-02,0.323
深圳本地,2021-02-02,0.003
循环经济,2021-02-02,0.048
军工航天,2021-01-19,-0.293
碳纤维,2021-01-19,-0.073
高校背景,2021-01-19,-0.065
无线耳机,2021-01-14,0.055
成渝特区,2021-01-14,-0.365
宽带提速,2021-01-14,0.001
军民融合,2021-01-26,-0.633
QFII重仓,2021-01-26,-0.988
文化振兴,2021-01-28,0.023
上海自贸,2021-01-28,-0.123
内贸规划,2021-01-28,-0.07
含GDR,2021-01-18,0.19
国防军工,2021-01-18,0.551
图们江,2021-01-18,0.063
碳纤维,2021-01-18,0.42
抗癌,2021-02-01,0.502
百度概念,2021-02-04,-0.458
汽车电子,2021-02-04,-0.264
生物燃料,2021-02-04,-0.375
含GDR,2021-01-13,-0.36
消费电子,2021-01-29,-0.21
雄安新区,2021-01-29,0.002
碳纤维,2021-01-29,-0.033
智能电网,2021-01-29,-0.383
空气治理,2021-01-29,-0.116
央企50,2021-01-29,-0.175
锂电池,2021-02-04,-0.746
土地流转,2021-02-04,-0.096
抗癌,2021-02-04,0.038
含GDR,2021-01-29,-0.31
无线耳机,2021-01-21,-0.213
奢侈品,2021-01-21,2.495
充电桩,2021-01-21,0.151
业绩预降,2021-01-20,-0.021
基金重仓,2021-01-20,0.467
触摸屏,2021-02-01,0.253
网络游戏,2021-02-01,-0.108
出口退税,2021-02-01,0.302
科创50,2021-01-28,-3.122
黄金概念,2021-01-28,-0.098
污水处理,2021-01-28,-0.087
猪肉,2021-01-19,-0.3
含GDR,2021-01-27,-0.11
海南自贸,2021-01-22,0.204
机器人概念,2021-01-22,-0.129
苹果概念,2021-02-03,-0.567
猪肉,2021-02-03,0.588
生物燃料,2021-02-03,0.046
百度概念,2021-01-28,-0.584
整体上市,2021-01-28,-0.279
水利建设,2021-01-18,0.028
长株潭,2021-01-18,-0.008
博彩概念,2021-01-27,0.051
甲型流感,2021-01-27,-0.263
国企改革,2021-01-22,-0.098
智能家居,2021-01-22,-0.051
垃圾分类,2021-01-28,-0.102
业绩预降,2021-01-28,-0.266
固废处理,2021-01-13,-0.107
生物育种,2021-01-13,-0.572
含GDR,2021-01-25,-0.18
成渝特区,2021-01-21,0.356
券商重仓,2021-01-21,0.284
陕甘宁,2021-01-26,-0.384
本月解禁,2021-01-26,-0.322
水利建设,2021-01-25,-0.107
节能环保,2021-01-25,0.0
消费电子,2021-01-19,-0.317
武汉规划,2021-01-19,-0.045
苹果概念,2021-02-02,0.85
猪肉,2021-02-02,0.067
超导概念,2021-02-02,0.128
重组概念,2021-01-20,0.079
新能源,2021-01-20,0.259
业绩预升,2021-01-27,-0.026
超级细菌,2021-01-27,-0.299
免疫治疗,2021-02-04,-0.344
前海概念,2021-02-04,-0.351
军民融合,2021-01-19,-0.261
核电核能,2021-01-19,-0.03
摘帽概念,2021-01-20,0.077
充电桩,2021-01-20,0.226
建筑节能,2021-01-28,-0.27
股权激励,2021-01-28,-0.377
天津自贸,2021-01-28,-0.039
央企50,2021-01-28,-0.263
苹果概念,2021-01-21,0.609
迪士尼,2021-01-21,-0.002
雄安新区,2021-01-25,-0.095
上海自贸,2021-01-25,-0.053
ST板块,2021-01-28,-0.118
食品安全,2021-01-28,-0.258
东亚自贸,2021-02-02,0.05
国产软件,2021-02-02,0.168
黄河三角,2021-02-04,-0.064
建筑节能,2021-02-04,0.114
低碳经济,2021-01-15,-0.004
保险重仓,2021-01-15,-0.717
超导概念,2021-01-27,-0.012
前海概念,2021-01-27,0.044
含B股,2021-02-01,-0.07
武汉规划,2021-02-01,0.097
安防服务,2021-01-14,-0.049
风能概念,2021-01-14,-0.091
地热能,2021-01-25,-0.044
保险重仓,2021-01-25,1.503
电子支付,2021-01-29,-0.252
基金重仓,2021-01-29,0.516
可燃冰,2021-01-22,-0.107
固废处理,2021-01-22,-0.076
军民融合,2021-02-03,-0.459
上海本地,2021-02-03,-0.157
生物疫苗,2021-01-20,0.444
陕甘宁,2021-01-20,0.173
光伏概念,2021-01-13,-0.392
水域改革,2021-01-13,-0.203
日韩贸易,2021-01-13,-0.11
陕甘宁,2021-02-04,-0.16
整体上市,2021-02-04,-0.263
消费电子,2021-02-04,-0.345
武汉规划,2021-02-04,-0.117
业绩预升,2021-01-25,0.099
本月解禁,2021-01-25,-0.007
乡村振兴,2021-01-25,0.357
含H股,2021-01-25,0.241
稀缺资源,2021-01-13,-0.371
资产注入,2021-01-13,-0.073
卫星导航,2021-02-04,-0.243
风能概念,2021-02-04,-0.12
地热能,2021-01-13,-0.086
汽车电子,2021-01-13,-0.673
水利建设,2021-01-20,-0.014
苹果概念,2021-01-20,0.328
智能机器,2021-01-27,-0.14
高校背景,2021-01-27,-0.139
食品安全,2021-01-14,0.067
电商概念,2021-01-14,0.249
三沙概念,2021-01-26,-0.033
振兴沈阳,2021-01-26,-0.087
5G概念,2021-01-28,-0.145
涉矿概念,2021-01-28,-0.288
海南自贸,2021-01-29,-0.035
高校背景,2021-01-29,-0.113
乡村振兴,2021-02-04,-0.189
循环经济,2021-02-04,-0.111
可燃冰,2021-02-03,0.052
本月解禁,2021-02-03,-0.192
业绩预升,2021-01-20,0.323
本月解禁,2021-01-20,0.138
氢燃料,2021-01-14,-0.406
智能机器,2021-01-14,0.102
超导概念,2021-01-18,0.096
陕甘宁,2021-01-18,0.159
5G概念,2021-01-13,-0.123
国产软件,2021-01-13,-0.19
3D打印,2021-01-20,0.146
循环经济,2021-01-20,-0.056
安防服务,2021-01-13,-0.128
高校背景,2021-01-13,0.16
食品安全,2021-01-21,0.271
国企改革,2021-01-21,0.043
消费电子,2021-01-21,0.002
可燃冰,2021-01-21,0.105
汽车电子,2021-01-15,-0.333
智能机器,2021-01-15,0.038
海水淡化,2021-01-19,-0.111
基金重仓,2021-01-19,-0.969
本月解禁,2021-01-13,0.067
迪士尼,2021-01-13,0.211
安防服务,2021-01-22,0.029
陕甘宁,2021-01-22,0.016
赛马概念,2021-01-28,-0.053
股期概念,2021-01-28,-0.016
油气改革,2021-02-01,0.318
股期概念,2021-02-01,0.015
互联金融,2021-01-14,-0.299
业绩预升,2021-01-14,-0.316
整体上市,2021-02-01,-0.063
深圳本地,2021-02-01,0.127
页岩气,2021-01-15,0.005
整体上市,2021-01-15,-0.013
海南自贸,2021-01-26,-0.293
资产注入,2021-01-26,-0.207
含B股,2021-01-15,-0.047
新能源,2021-01-15,-0.063
融资融券,2021-01-26,-0.636
生态农业,2021-01-26,-0.199
稀缺资源,2021-02-03,0.012
赛马概念,2021-02-03,-0.026
民营银行,2021-01-26,-0.145
信托重仓,2021-01-26,-0.342
华为概念,2021-02-02,0.178
石墨烯,2021-02-02,0.236
小米概念,2021-01-28,-0.463
智能家居,2021-01-28,-0.071
黄河三角,2021-01-26,-0.204
低碳经济,2021-01-26,-0.063
氢能源,2021-01-20,0.202
绿色照明,2021-01-20,0.038
民营银行,2021-01-21,0.099
资产注入,2021-01-21,0.084
武汉规划,2021-01-29,-0.248
博彩概念,2021-01-29,-0.228
军工航天,2021-02-02,0.101
生态农业,2021-02-02,-0.051
准ST股,2021-01-25,-0.077
股期概念,2021-01-25,-0.033
智能电网,2021-01-28,-0.371
民营银行,2021-01-28,-0.264
可燃冰,2021-02-02,0.203
信息安全,2021-02-02,0.047
卫星导航,2021-01-29,-0.475
智能机器,2021-01-29,-0.249
业绩预升,2021-01-22,0.051
超大盘,2021-01-22,-0.205
摘帽概念,2021-01-27,-0.323
生态农业,2021-01-27,0.266
黄金概念,2021-02-03,-0.132
超导概念,2021-02-03,-0.069
海工装备,2021-01-14,-0.246
业绩预降,2021-01-14,-0.102
本月解禁,2021-02-01,0.289
振兴沈阳,2021-02-01,0.039
消费电子,2021-01-13,-0.013
涉矿概念,2021-01-13,-0.048
婴童概念,2021-01-19,-0.536
陕甘宁,2021-01-19,-0.093
抗癌,2021-01-18,-0.019
猪肉,2021-01-18,0.263
电商概念,2021-01-18,0.233
朝鲜改革,2021-02-04,-0.373
机器人概念,2021-02-04,-0.256
华为概念,2021-02-01,0.008
QFII重仓,2021-02-01,0.151
海南自贸,2021-01-14,-0.504
重组概念,2021-01-14,-0.084
日韩贸易,2021-01-27,0.028
上海本地,2021-01-27,-0.025
海工装备,2021-01-15,0.001
QFII重仓,2021-01-15,-0.783
锂电池,2021-01-25,0.23
绿色照明,2021-01-25,-0.11
电子支付,2021-01-20,0.0
建筑节能,2021-01-20,0.193
东亚自贸,2021-01-15,0.033
陕甘宁,2021-01-15,0.018
消费电子,2021-01-22,-0.393
沿海发展,2021-01-22,0.331
博彩概念,2021-01-20,-0.042
资产注入,2021-01-20,-0.007
皖江区域,2021-01-25,0.173
博彩概念,2021-01-25,-0.201
未股改,2021-02-01,-0.112
资产注入,2021-02-01,0.034
甲型流感,2021-02-03,-0.073
资产注入,2021-02-03,-0.148
电商概念,2021-02-03,-0.359
超大盘,2021-02-03,-0.059
稀缺资源,2021-01-22,0.079
体育概念,2021-01-22,0.156
雄安新区,2021-02-01,-0.041
海峡西岸,2021-02-01,0.129
仿制药,2021-01-15,0.504
循环经济,2021-01-15,0.097
核电核能,2021-01-26,-0.089
食品安全,2021-01-26,-0.2
可燃冰,2021-01-18,0.279
民营银行,2021-01-18,0.163
国企改革,2021-01-27,0.08
参股金融,2021-01-27,0.039
成渝特区,2021-01-29,-0.109
油气改革,2021-01-29,-0.096
黄河三角,2021-02-03,-0.068
维生素,2021-02-03,0.122
涉矿概念,2021-01-27,0.046
保险重仓,2021-01-27,-0.724
触摸屏,2021-01-15,-0.098
天津自贸,2021-01-15,0.038
华为概念,2021-01-22,-0.33
股权激励,2021-01-22,0.165
水利建设,2021-01-21,0.029
机器人概念,2021-01-21,0.275
百度概念,2021-01-27,0.139
低碳经济,2021-01-27,-0.023
华为概念,2021-01-27,-0.123
振兴沈阳,2021-01-27,0.182
机器人概念,2021-01-28,-0.269
准ST股,2021-01-28,-0.329
民营银行,2021-01-19,0.002
送转潜力,2021-01-19,-0.083
华为概念,2021-01-15,-0.158
黄河三角,2021-01-15,0.034
水利建设,2021-01-19,0.078
绿色照明,2021-01-19,-0.173
锂电池,2021-01-29,-0.43
电商概念,2021-01-29,-0.095
重组概念,2021-02-03,-0.199
风能,2021-02-03,-0.002
水产品,2021-01-21,0.022
摘帽概念,2021-01-21,0.273
石墨烯,2021-02-03,-0.15
基因概念,2021-02-03,0.05
水产品,2021-01-22,-0.181
含GDR,2021-01-22,-0.45
赛马概念,2021-01-22,-0.04
三沙概念,2021-01-19,0.133
深圳本地,2021-01-19,0.029
无线耳机,2021-01-25,-0.676
宽带提速,2021-01-25,-0.214
国防军工,2021-01-26,-1.118
锂电池,2021-01-26,-0.54
含B股,2021-01-27,0.028
食品安全,2021-01-27,-0.049
地热能,2021-01-18,0.144
特斯拉,2021-01-18,0.402
国防军工,2021-01-15,0.188
国企改革,2021-01-15,-0.03
上海自贸,2021-01-27,0.09
本月解禁,2021-01-27,-0.147
京津冀,2021-01-27,0.019
社保重仓,2021-01-27,-0.126
金融改革,2021-01-14,-0.03
污水处理,2021-01-14,0.054
互联金融,2021-02-03,-0.397
业绩预降,2021-02-03,-0.06
黄金概念,2021-01-18,0.108
体育概念,2021-01-18,0.04
华为概念,2021-01-14,0.191
生物燃料,2021-01-14,-0.257
博彩概念,2021-01-22,-0.163
信托重仓,2021-01-22,0.099
垃圾分类,2021-01-27,-0.003
股权激励,2021-01-27,0.116
ST板块,2021-01-19,-0.141
沿海发展,2021-01-19,-0.29
垃圾分类,2021-01-21,0.06
油气改革,2021-01-21,0.136
节能环保,2021-01-14,0.003
超大盘,2021-01-14,-0.323
触摸屏,2021-02-02,0.152
未股改,2021-02-02,-0.023
金融改革,2021-01-18,0.131
博彩概念,2021-01-18,0.313
安防服务,2021-01-21,0.187
内贸规划,2021-01-21,-0.024
网络游戏,2021-01-18,0.078
券商重仓,2021-01-18,0.321
体育概念,2021-01-25,-0.178
出口退税,2021-01-25,0.29
海工装备,2021-02-01,-0.005
迪士尼,2021-02-01,-0.309
成渝特区,2021-01-15,0.066
智能穿戴,2021-01-15,-0.479
乡村振兴,2021-01-27,0.238
资产注入,2021-01-27,0.051
三沙概念,2021-01-18,0.111
京津冀,2021-01-18,-0.026
智能电网,2021-01-22,0.306
迪士尼,2021-01-22,-0.031
国防军工,2021-02-03,-0.754
循环经济,2021-02-03,-0.071
华为概念,2021-01-28,-0.74
业绩预升,2021-01-28,-0.397
黄河三角,2021-01-29,-0.087
海峡西岸,2021-01-29,-0.029
民营银行,2021-01-13,-0.06
婴童概念,2021-01-13,-0.563
朝鲜改革,2021-01-18,0.008
东亚自贸,2021-01-18,0.054
ST板块,2021-01-22,-0.035
风能,2021-01-22,0.082
免疫治疗,2021-01-13,-0.112
低碳经济,2021-01-13,-0.02
东亚自贸,2021-02-03,-0.052
网络游戏,2021-02-03,-0.11
成渝特区,2021-01-20,0.231
国企改革,2021-01-20,-0.029
皖江区域,2021-02-01,0.058
婴童概念,2021-02-01,1.131
智能电网,2021-02-03,-0.05
含B股,2021-02-03,-0.158
页岩气,2021-01-28,-0.188
循环经济,2021-01-28,-0.1
卫星导航,2021-02-01,-0.11
陕甘宁,2021-02-01,-0.033
赛马概念,2021-02-01,-0.023
新能源,2021-02-01,0.084
氢能源,2021-02-04,-0.168
央企50,2021-02-04,-0.115
智能电网,2021-02-01,-0.069
信息安全,2021-02-01,0.013
业绩预降,2021-01-21,0.196
甲型流感,2021-01-21,0.084
污水处理,2021-02-03,-0.132
生物育种,2021-02-03,0.143
海水淡化,2021-01-21,0.078
社保重仓,2021-01-21,0.4
国防军工,2021-01-14,-0.964
赛马概念,2021-01-14,0.059
信托重仓,2021-01-29,-0.079
迪士尼,2021-01-29,0.099
融资融券,2021-02-03,-0.022
3D打印,2021-02-03,-0.313
电子支付,2021-01-18,0.428
赛马概念,2021-01-18,0.041
3D打印,2021-01-27,0.034
准ST股,2021-01-27,0.057
体育概念,2021-01-27,-0.035
新能源,2021-01-27,0.004
智能穿戴,2021-01-21,0.269
生物育种,2021-01-21,0.255
消费电子,2021-01-18,0.773
文化振兴,2021-01-18,0.037
黄金概念,2021-01-27,-0.201
智能穿戴,2021-01-27,-0.279
含H股,2021-02-01,0.131
智能机器,2021-02-01,0.094
博彩概念,2021-02-01,0.681
基金重仓,2021-02-01,0.316
水利建设,2021-01-15,0.003
体育概念,2021-01-15,0.168
朝鲜改革,2021-02-02,0.583
核电核能,2021-02-02,0.112
安防服务,2021-01-27,0.086
深圳本地,2021-01-27,-0.005
乡村振兴,2021-01-26,-0.331
天津自贸,2021-01-26,-0.01
生态农业,2021-01-19,-0.197
互联金融,2021-01-19,-0.152
含B股,2021-01-22,-0.122
氢燃料,2021-01-22,0.24
电子支付,2021-01-22,-0.274
新能源,2021-01-22,0.233
华为概念,2021-01-29,-0.169
可燃冰,2021-01-29,-0.193
氢能源,2021-01-29,0.002
绿色照明,2021-01-29,-0.194
水利建设,2021-01-22,-0.039
油气改革,2021-01-22,0.017
涉矿概念,2021-01-14,-0.016
未股改,2021-01-14,-0.029
军民融合,2021-01-15,-0.059
沿海发展,2021-01-15,-0.063
海南自贸,2021-02-01,0.262
社保重仓,2021-02-01,0.464
土地流转,2021-01-19,0.055
整体上市,2021-01-19,-0.202
信息安全,2021-01-26,-0.207
保险重仓,2021-01-26,-0.89
黄河三角,2021-01-13,-0.115
节能环保,2021-01-13,-0.198
券商重仓,2021-02-03,0.052
振兴沈阳,2021-02-03,0.011
生态农业,2021-01-29,-0.361
业绩预降,2021-01-29,-0.211
垃圾分类,2021-01-29,-0.167
海水淡化,2021-01-29,-0.224
武汉规划,2021-01-28,-0.25
陕甘宁,2021-01-28,-0.224
摘帽概念,2021-01-19,0.071
智能机器,2021-01-19,0.158
无线耳机,2021-01-15,0.374
固废处理,2021-01-15,0.061
黄河三角,2021-01-18,0.218
未股改,2021-01-18,0.037
军民融合,2021-02-01,-0.045
免疫治疗,2021-02-01,0.049
空气治理,2021-01-14,-0.049
股权激励,2021-01-14,0.059
乡村振兴,2021-01-29,-0.618
未股改,2021-01-29,-0.041
雄安新区,2021-01-19,-0.01
上海本地,2021-01-19,0.016
空气治理,2021-01-27,-0.005
氢燃料,2021-01-27,-0.051
网络游戏,2021-01-13,-0.134
保险重仓,2021-01-13,-0.331
垃圾分类,2021-01-22,-0.14
黄金概念,2021-01-22,-0.141
基因测序,2021-01-26,-1.332
整体上市,2021-01-26,-0.392
乡村振兴,2021-02-01,0.047
前海概念,2021-02-01,0.328
国产软件,2021-01-22,-0.605
保险重仓,2021-01-22,0.268
超大盘,2021-01-18,0.146
新能源,2021-01-18,0.208
猪肉,2021-01-14,-0.47
智能穿戴,2021-01-14,0.19
武汉规划,2021-02-03,-0.206
股期概念,2021-02-03,-0.16
自贸区,2021-01-22,-0.03
上海本地,2021-01-22,-0.095
免疫治疗,2021-01-26,-0.16
超导概念,2021-01-26,-0.131
天津自贸,2021-01-13,-0.066
超级细菌,2021-01-13,-0.465
东亚自贸,2021-01-20,0.148
互联金融,2021-01-20,-0.071
土地流转,2021-01-15,0.024
分拆上市,2021-01-15,0.169
智能家居,2021-02-02,0.127
机器人概念,2021-02-02,0.209
仿制药,2021-01-19,-1.08
成渝特区,2021-01-19,-0.114
卫星导航,2021-01-22,-0.098
上海自贸,2021-01-22,-0.127
可燃冰,2021-01-15,-0.006
石墨烯,2021-01-15,0.116
华为概念,2021-02-04,-0.39
黄金概念,2021-02-04,-0.203
皖江区域,2021-01-20,0.243
风能概念,2021-01-20,0.044
军工航天,2021-01-22,-0.208
整体上市,2021-01-22,-0.136
维生素,2021-01-14,0.062
外资背景,2021-01-14,-0.366
赛马概念,2021-02-04,-0.161
本月解禁,2021-02-04,-0.142
本月解禁,2021-01-28,-0.614
分拆上市,2021-01-28,-0.672
机器人概念,2021-01-26,-0.204
网络游戏,2021-01-26,-0.033
含B股,2021-01-19,-0.067
卫星导航,2021-01-19,-0.093
京津冀,2021-02-04,-0.154
保险重仓,2021-02-04,1.052
奢侈品,2021-01-19,-3.852
资产注入,2021-01-19,-0.089
海峡西岸,2021-02-02,0.385
安防服务,2021-02-02,0.054
