bankuai,stock_date,zhangdiee
甲型流感,2021-01-13,-0.369
送转潜力,2020-12-30,-0.023
无线耳机,2021-01-04,1.323
新能源,2020-12-17,0.041
乡村振兴,2020-12-22,-0.226
保险重仓,2020-12-22,0.17
国产软件,2020-12-25,-0.087
雄安新区,2020-12-21,0.1
振兴沈阳,2021-01-13,-0.011
含B股,2020-12-30,0.037
上海自贸,2020-12-30,0.011
猪肉,2021-01-04,1.32
上海本地,2020-12-17,0.053
券商重仓,2020-12-28,-0.148
水产品,2021-01-12,0.096
仿制药,2021-01-12,0.741
天津自贸,2021-01-12,0.011
乡村振兴,2021-01-06,0.289
整体上市,2020-12-18,0.074
京津冀,2021-01-08,-0.008
苹果概念,2021-01-13,0.203
石墨烯,2020-12-31,0.185
前海概念,2020-12-31,0.35
基因概念,2020-12-23,-0.345
含B股,2021-01-04,0.184
特斯拉,2021-01-04,1.333
土地流转,2020-12-22,-0.067
上海自贸,2020-12-22,-0.174
皖江区域,2020-12-29,-0.277
石墨烯,2020-12-29,-0.238
互联金融,2021-01-12,1.317
物联网,2021-01-05,0.095
电子支付,2021-01-05,0.114
3D打印,2021-01-06,-0.126
互联金融,2020-12-18,-0.173
空气治理,2021-01-13,-0.181
信托重仓,2021-01-13,0.081
央企50,2020-12-30,0.015
金融参股,2020-12-31,0.081
循环经济,2020-12-23,0.078
上海自贸,2021-01-04,0.021
地热能,2020-12-29,-0.026
保险重仓,2020-12-25,0.298
小米概念,2021-01-08,-0.114
含H股,2020-12-30,0.181
融资融券,2020-12-31,0.575
智能家居,2020-12-24,-0.125
抗癌,2020-12-23,-0.059
国防军工,2020-12-17,-0.101
日韩贸易,2020-12-22,-0.231
维生素,2020-12-29,-0.038
陕甘宁,2020-12-25,0.101
自贸区,2020-12-25,0.083
水利建设,2021-01-06,-0.009
海上丝路,2021-01-06,-0.24
网络游戏,2021-01-06,-0.151
融资融券,2021-01-08,-0.363
生物疫苗,2021-01-08,0.417
汽车电子,2020-12-21,0.506
猪肉,2020-12-21,0.311
食品安全,2021-01-13,-0.162
3D打印,2021-01-13,-0.022
绿色照明,2020-12-30,-0.01
汽车电子,2020-12-31,0.433
送转潜力,2020-12-31,0.173
国企改革,2020-12-17,0.08
日韩贸易,2021-01-11,-0.107
3D打印,2020-12-28,-0.164
本月解禁,2020-12-29,-0.165
融资融券,2021-01-12,0.651
卫星导航,2021-01-05,0.263
金融参股,2021-01-05,0.014
基金重仓,2021-01-05,1.886
出口退税,2021-01-08,0.006
超级细菌,2021-01-13,-0.465
稀缺资源,2020-12-30,0.263
新能源,2020-12-24,0.054
稀缺资源,2020-12-22,-0.444
武汉规划,2020-12-22,-0.248
长株潭,2021-01-12,0.446
分拆上市,2020-12-25,0.285
迪士尼,2020-12-25,0.031
维生素,2021-01-05,0.461
迪士尼,2021-01-05,0.113
猪肉,2021-01-06,-0.072
空气治理,2021-01-08,-0.035
5G概念,2020-12-21,0.092
百度概念,2021-01-07,-0.102
黄河三角,2020-12-30,0.077
消费电子,2020-12-31,0.269
武汉规划,2020-12-24,-0.163
整体上市,2020-12-17,0.115
保险重仓,2021-01-11,-0.233
土地流转,2020-12-29,-0.016
赛马概念,2021-01-12,0.037
京津冀,2021-01-06,-0.076
QFII重仓,2021-01-06,0.432
信托重仓,2021-01-08,-0.051
博彩概念,2020-12-21,0.077
卫星导航,2020-12-30,0.149
页岩气,2020-12-24,-0.105
股期概念,2020-12-28,-0.012
宽带提速,2020-12-25,0.003
水域改革,2020-12-25,-0.17
未股改,2020-12-25,0.059
仿制药,2021-01-05,0.3
消费电子,2020-12-18,-0.264
本月解禁,2020-12-18,-0.054
水利建设,2021-01-13,-0.071
油气改革,2020-12-30,0.063
小米概念,2020-12-31,0.334
含H股,2020-12-24,-0.1
超导概念,2020-12-22,-0.071
海上丝路,2021-01-12,0.326
污水处理,2020-12-18,-0.054
券商重仓,2020-12-18,0.144
军工航天,2021-01-08,-0.423
循环经济,2021-01-08,-0.063
金融改革,2021-01-07,-0.165
东亚自贸,2020-12-31,0.046
物联网,2020-12-23,0.033
网络游戏,2020-12-23,-0.03
央企50,2021-01-04,0.078
送转潜力,2020-12-22,-0.36
陕甘宁,2020-12-22,-0.145
油气改革,2020-12-28,-0.157
长株潭,2021-01-06,-0.056
涉矿概念,2020-12-21,0.18
天津自贸,2020-12-21,0.019
安防服务,2020-12-31,0.211
土地流转,2020-12-31,0.099
氢能源,2020-12-23,0.167
氢燃料,2020-12-17,-0.001
民营银行,2021-01-11,-0.256
新能源,2020-12-22,-0.209
5G概念,2020-12-28,-0.24
金融改革,2020-12-28,-0.046
参股金融,2020-12-28,-0.048
食品安全,2021-01-12,0.161
网络游戏,2021-01-12,-0.04
未股改,2021-01-12,0.113
空气治理,2020-12-25,0.157
地热能,2021-01-08,0.043
业绩预降,2021-01-07,-0.175
整体上市,2021-01-07,0.134
上海本地,2021-01-07,-0.19
自贸区,2020-12-23,0.123
业绩预降,2021-01-04,0.371
迪士尼,2020-12-22,-0.209
页岩气,2021-01-05,-0.012
生态农业,2021-01-05,0.191
本月解禁,2020-12-21,0.551
券商重仓,2021-01-13,-0.214
含H股,2021-01-07,0.226
新能源,2021-01-07,0.213
武汉规划,2020-12-30,0.062
3D打印,2020-12-24,-0.144
东亚自贸,2020-12-17,0.165
券商重仓,2020-12-17,0.504
生态农业,2020-12-22,-0.065
物联网,2020-12-28,-0.199
免疫治疗,2021-01-05,0.114
基因测序,2021-01-05,0.141
超级细菌,2021-01-05,0.442
低碳经济,2021-01-13,-0.02
仿制药,2020-12-30,0.479
三沙概念,2020-12-30,0.021
空气治理,2020-12-31,0.097
上海本地,2020-12-31,0.077
卫星导航,2020-12-24,0.052
民营银行,2021-01-04,0.116
新能源,2021-01-11,-0.342
奢侈品,2020-12-28,3.125
信托重仓,2020-12-28,0.034
仿制药,2020-12-29,-0.283
基因测序,2020-12-29,-0.327
土地流转,2021-01-06,-0.106
苹果概念,2021-01-08,0.271
国产软件,2021-01-13,-0.19
氢燃料,2020-12-30,0.384
光伏概念,2020-12-24,-0.28
涉矿概念,2020-12-24,-0.15
本月解禁,2021-01-11,-0.151
氢燃料,2020-12-29,-0.457
智能家居,2020-12-29,0.146
国防军工,2020-12-25,0.152
循环经济,2020-12-25,0.197
资产注入,2020-12-25,0.102
石墨烯,2021-01-05,-0.105
智能家居,2021-01-05,0.082
生物燃料,2021-01-05,0.0
甲型流感,2021-01-06,0.106
未股改,2021-01-06,-0.096
稀缺资源,2020-12-18,0.221
体育概念,2021-01-08,-0.003
水产品,2021-01-07,0.121
海工装备,2020-12-30,-0.031
卫星导航,2020-12-31,0.458
天津自贸,2020-12-31,0.103
民营银行,2020-12-24,-0.102
含B股,2020-12-23,0.039
陕甘宁,2021-01-04,0.375
含B股,2020-12-22,-0.116
前海概念,2020-12-22,-0.605
锂电池,2020-12-28,0.041
保险重仓,2020-12-29,-0.22
氢能源,2021-01-05,-0.095
甲型流感,2021-01-08,0.511
物联网,2020-12-21,0.219
京津冀,2021-01-13,-0.052
国防军工,2020-12-31,0.798
生物疫苗,2020-12-31,0.322
甲型流感,2020-12-23,-0.18
迪士尼,2020-12-23,0.061
含H股,2021-01-11,-0.08
股期概念,2021-01-11,-0.221
建筑节能,2020-12-22,-0.237
图们江,2020-12-28,0.035
出口退税,2021-01-12,0.255
整体上市,2020-12-25,0.182
军工航天,2021-01-05,0.158
风能概念,2020-12-18,0.077
雄安新区,2021-01-13,-0.084
科创50,2021-01-07,-2.414
生物疫苗,2020-12-30,0.166
华为概念,2020-12-24,-0.358
三沙概念,2020-12-23,0.029
内贸规划,2021-01-04,-0.002
迪士尼,2021-01-04,0.145
三沙概念,2020-12-17,0.008
央企50,2020-12-17,0.176
东亚自贸,2021-01-11,-0.063
信托重仓,2021-01-11,-0.203
皖江区域,2020-12-22,-0.179
风能,2020-12-28,-0.086
黄金概念,2020-12-29,-0.123
京津冀,2020-12-25,0.083
安防服务,2021-01-07,-0.109
业绩预降,2020-12-28,-0.042
上海本地,2021-01-12,0.056
业绩预降,2020-12-25,0.04
成渝特区,2021-01-06,0.189
生物疫苗,2020-12-21,0.271
赛马概念,2021-01-13,-0.08
碳纤维,2020-12-30,0.055
草甘膦,2020-12-30,0.062
锂电池,2021-01-04,1.13
外资背景,2021-01-04,0.557
股期概念,2021-01-04,0.08
送转潜力,2020-12-17,0.056
节能环保,2020-12-28,-0.131
建筑节能,2020-12-29,-0.036
送转潜力,2020-12-25,0.07
无线耳机,2020-12-18,-0.113
物联网,2020-12-18,-0.079
食品安全,2020-12-18,-0.102
黄金概念,2020-12-21,0.127
准ST股,2020-12-21,0.256
特斯拉,2021-01-13,-0.422
科创50,2020-12-24,-1.301
猪肉,2020-12-24,-0.024
科创50,2020-12-23,0.96
本月解禁,2020-12-23,0.45
生物疫苗,2021-01-12,0.429
超导概念,2020-12-25,0.045
安防服务,2020-12-18,-0.024
可燃冰,2021-01-08,-0.008
外资背景,2021-01-08,-0.174
前海概念,2020-12-21,0.265
前海概念,2021-01-13,-0.411
风能,2020-12-30,0.068
低碳经济,2020-12-23,0.158
ST板块,2021-01-04,0.225
皖江区域,2021-01-04,0.349
朝鲜改革,2020-12-17,0.816
涉矿概念,2020-12-17,0.046
风能,2020-12-17,0.044
上海自贸,2020-12-17,-0.003
摘帽概念,2021-01-11,-0.081
ST板块,2020-12-22,-0.226
沿海发展,2020-12-22,-0.414
股期概念,2020-12-22,-0.257
未股改,2020-12-28,-0.179
融资融券,2021-01-06,0.125
日韩贸易,2021-01-06,-0.2
参股金融,2020-12-21,0.078
体育概念,2020-12-30,0.061
券商重仓,2020-12-30,0.321
京津冀,2020-12-24,-0.208
核电核能,2020-12-23,0.149
振兴沈阳,2021-01-04,0.002
涉矿概念,2020-12-28,-0.098
智能穿戴,2020-12-28,-0.553
含GDR,2020-12-25,-0.02
券商重仓,2020-12-25,0.264
垃圾分类,2021-01-05,-0.004
上海自贸,2021-01-05,-0.01
维生素,2021-01-07,-0.164
自贸区,2020-12-30,0.03
草甘膦,2020-12-31,0.36
海峡西岸,2020-12-24,-0.102
长株潭,2020-12-24,-0.161
空气治理,2021-01-04,0.168
草甘膦,2021-01-11,-0.265
基因测序,2021-01-11,0.479
水产品,2020-12-28,-0.15
机器人概念,2021-01-06,-0.243
智能电网,2021-01-08,0.015
朝鲜改革,2020-12-21,0.04
黄河三角,2020-12-21,0.234
内贸规划,2021-01-13,-0.144
污水处理,2020-12-31,0.115
黄金概念,2020-12-24,-0.077
摘帽概念,2020-12-23,-0.047
绿色照明,2020-12-23,0.281
QFII重仓,2021-01-11,-0.107
海南自贸,2020-12-29,-0.027
信息安全,2020-12-29,0.31
长株潭,2020-12-25,0.067
资产注入,2021-01-05,0.033
图们江,2021-01-06,0.97
文化振兴,2021-01-13,-0.063
东亚自贸,2021-01-13,-0.054
氢燃料,2021-01-07,0.11
成渝特区,2020-12-30,0.185
生物燃料,2021-01-04,0.353
食品安全,2020-12-22,-0.136
天津自贸,2020-12-28,-0.027
免疫治疗,2020-12-25,-0.115
氢燃料,2020-12-25,-0.096
氢燃料,2020-12-18,-0.959
婴童概念,2020-12-18,-0.342
振兴沈阳,2020-12-18,0.038
国企改革,2021-01-07,-0.13
智能穿戴,2020-12-30,-0.049
重组概念,2020-12-31,0.282
物联网,2020-12-24,-0.259
融资融券,2020-12-24,-0.114
陕甘宁,2020-12-23,0.271
污水处理,2021-01-04,0.08
海南自贸,2020-12-17,0.206
智能家居,2020-12-17,-0.065
循环经济,2020-12-17,0.07
石墨烯,2020-12-28,-0.106
风能概念,2020-12-25,0.209
央企50,2021-01-05,0.018
京津冀,2020-12-18,0.107
可燃冰,2021-01-13,0.086
智能机器,2021-01-13,0.033
股权激励,2021-01-07,0.051
准ST股,2020-12-31,0.182
资产注入,2020-12-24,-0.056
皖江区域,2020-12-23,0.237
涉矿概念,2021-01-11,-0.096
聚氨酯,2020-12-22,-0.474
免疫治疗,2021-01-12,0.091
海水淡化,2021-01-12,0.026
海工装备,2021-01-05,-0.055
氢能源,2021-01-06,-0.15
苹果概念,2021-01-06,-0.243
陕甘宁,2021-01-06,-0.057
奢侈品,2020-12-18,-1.906
博彩概念,2021-01-08,0.135
民营银行,2021-01-08,0.038
央企50,2021-01-08,0.027
触摸屏,2021-01-07,-0.158
甲型流感,2021-01-07,-0.242
氢燃料,2020-12-31,0.406
特斯拉,2020-12-24,-0.347
国防军工,2021-01-04,1.16
卫星导航,2020-12-17,0.043
赛马概念,2021-01-11,-0.167
陕甘宁,2021-01-11,-0.392
迪士尼,2021-01-11,-0.328
QFII重仓,2020-12-29,-0.157
充电桩,2021-01-06,-0.119
百度概念,2021-01-08,0.149
低碳经济,2020-12-21,0.145
水利建设,2020-12-21,0.043
日韩贸易,2020-12-21,0.137
天津自贸,2021-01-07,-0.124
社保重仓,2021-01-07,0.467
垃圾分类,2020-12-31,0.096
图们江,2020-12-31,0.375
重组概念,2020-12-24,-0.144
卫星导航,2020-12-23,0.235
博彩概念,2020-12-23,-0.369
生物育种,2020-12-17,-0.133
汽车电子,2021-01-11,0.164
节能环保,2021-01-11,-0.237
光伏概念,2020-12-28,-0.44
碳纤维,2021-01-12,0.16
石墨烯,2021-01-12,0.167
国产软件,2021-01-12,0.107
超级细菌,2021-01-06,0.305
送转潜力,2020-12-18,-0.176
卫星导航,2021-01-08,-0.198
本月解禁,2021-01-08,-0.004
水产品,2020-12-30,0.152
充电桩,2020-12-30,0.11
锂电池,2020-12-31,0.336
水利建设,2020-12-24,-0.101
汽车电子,2020-12-24,-0.343
朝鲜改革,2021-01-04,0.627
食品安全,2021-01-04,0.205
自贸区,2021-01-04,0.162
超导概念,2021-01-11,-0.155
智能电网,2020-12-29,-0.361
出口退税,2020-12-29,-0.135
垃圾分类,2020-12-25,0.083
融资融券,2020-12-25,0.198
国企改革,2020-12-18,-0.067
维生素,2021-01-08,-0.1
股期概念,2021-01-08,0.006
特斯拉,2021-01-07,0.388
科创50,2021-01-04,2.761
自贸区,2020-12-17,0.155
军民融合,2021-01-11,-0.206
生物育种,2020-12-22,0.069
消费电子,2021-01-12,0.225
ST板块,2021-01-05,-0.03
国产软件,2021-01-06,-0.602
智能家居,2020-12-18,-0.129
上海自贸,2020-12-18,-0.087
央企50,2020-12-18,-0.01
抗癌,2021-01-08,-0.058
互联金融,2021-01-07,-0.441
水产品,2020-12-31,-0.07
金融改革,2020-12-24,-0.222
猪肉,2020-12-23,0.111
图们江,2020-12-17,1.131
食品安全,2021-01-11,-0.127
石墨烯,2021-01-11,-0.227
新能源,2020-12-29,-0.382
文化振兴,2020-12-25,0.034
准ST股,2021-01-05,0.027
上海本地,2021-01-06,-0.088
仿制药,2020-12-18,0.051
页岩气,2021-01-08,-0.044
生物燃料,2021-01-08,-0.15
华为概念,2020-12-21,0.469
碳纤维,2020-12-21,0.2
机器人概念,2020-12-24,-0.127
三沙概念,2021-01-04,0.131
超导概念,2021-01-04,0.204
成渝特区,2020-12-17,0.211
物联网,2021-01-11,-0.185
生物疫苗,2020-12-25,0.233
本月解禁,2020-12-25,0.048
含B股,2021-01-06,-0.197
资产注入,2021-01-06,0.088
核电核能,2020-12-18,0.099
生态农业,2020-12-18,0.075
沿海发展,2021-01-08,-0.028
土地流转,2020-12-21,0.083
生态农业,2021-01-13,-0.487
图们江,2021-01-07,-0.306
风能,2021-01-07,0.079
核电核能,2020-12-24,-0.018
准ST股,2020-12-23,0.258
皖江区域,2020-12-17,0.053
海水淡化,2021-01-11,-0.34
前海概念,2021-01-11,-0.364
碳纤维,2020-12-29,-0.12
安防服务,2021-01-12,0.1
草甘膦,2021-01-12,0.647
抗癌,2021-01-12,0.296
博彩概念,2020-12-25,0.067
含B股,2021-01-05,0.153
苹果概念,2021-01-05,0.78
深圳本地,2020-12-18,-0.106
海南自贸,2021-01-08,-0.47
本月解禁,2021-01-07,-0.04
小米概念,2020-12-30,0.065
核电核能,2020-12-31,0.161
朝鲜改革,2020-12-24,-0.37
整体上市,2020-12-24,-0.07
仿制药,2021-01-04,0.888
碳纤维,2020-12-17,0.083
雄安新区,2021-01-11,-0.094
超导概念,2020-12-28,-0.018
日韩贸易,2020-12-28,-0.01
金融改革,2020-12-29,-0.032
网络游戏,2020-12-25,-0.018
百度概念,2021-01-05,-0.114
石墨烯,2021-01-07,-0.08
绿色照明,2021-01-07,-0.185
整体上市,2020-12-30,0.146
振兴沈阳,2020-12-31,0.061
食品安全,2020-12-23,0.03
海上丝路,2020-12-17,0.072
油气改革,2020-12-22,-0.243
基金重仓,2020-12-28,1.186
聚氨酯,2020-12-18,0.066
金融改革,2020-12-21,0.085
朝鲜改革,2021-01-13,-0.455
维生素,2021-01-13,-0.31
触摸屏,2020-12-17,0.094
内贸规划,2020-12-17,0.123
黄河三角,2020-12-22,-0.235
前海概念,2020-12-29,-0.081
券商重仓,2020-12-29,-0.157
水利建设,2021-01-05,-0.049
土地流转,2021-01-13,-0.067
小米概念,2021-01-07,-0.482
超导概念,2020-12-30,0.015
风能,2020-12-31,0.155
免疫治疗,2020-12-17,0.145
民营银行,2020-12-17,-0.009
深圳本地,2021-01-11,-0.105
民营银行,2020-12-28,0.007
国防军工,2020-12-29,-0.089
武汉规划,2020-12-29,0.146
股期概念,2020-12-29,-0.026
央企50,2021-01-12,0.359
国防军工,2021-01-06,0.208
草甘膦,2021-01-06,0.435
页岩气,2020-12-18,-0.038
智能机器,2021-01-08,0.026
智能家居,2020-12-21,0.097
信托重仓,2021-01-07,0.042
无线耳机,2020-12-30,0.402
5G概念,2020-12-30,-0.023
维生素,2020-12-30,0.055
含H股,2020-12-31,0.352
内贸规划,2020-12-31,0.231
融资融券,2021-01-04,0.284
海峡西岸,2020-12-28,-0.094
武汉规划,2020-12-28,-0.24
体育概念,2020-12-29,-0.041
QFII重仓,2020-12-25,0.188
参股金融,2020-12-25,0.057
风能,2021-01-05,-0.087
自贸区,2021-01-05,-0.023
资产注入,2021-01-08,-0.045
基因概念,2020-12-21,0.07
地热能,2021-01-13,-0.086
黄金概念,2021-01-07,0.01
猪肉,2020-12-30,0.136
军工航天,2020-12-31,0.617
含B股,2020-12-24,-0.171
超导概念,2020-12-23,0.198
海水淡化,2020-12-22,-0.225
含H股,2020-12-28,0.049
振兴沈阳,2020-12-25,0.08
稀缺资源,2021-01-05,0.045
长株潭,2020-12-18,-0.011
智能机器,2020-12-18,-0.082
民营医院,2020-12-18,-0.503
迪士尼,2021-01-08,0.171
小米概念,2021-01-13,-0.123
海工装备,2020-12-24,0.076
节能环保,2020-12-17,0.086
网络游戏,2020-12-22,-0.156
食品安全,2020-12-28,-0.089
水产品,2020-12-29,-0.393
稀缺资源,2021-01-12,0.216
奢侈品,2021-01-12,5.827
碳纤维,2021-01-06,-0.045
重组概念,2021-01-06,-0.049
含B股,2020-12-21,0.085
机器人概念,2020-12-21,0.277
信息安全,2020-12-21,0.127
乡村振兴,2021-01-07,0.133
文化振兴,2020-12-30,-0.002
百度概念,2021-01-04,0.285
污水处理,2021-01-11,-0.16
涉矿概念,2020-12-22,-0.129
科创50,2020-12-25,0.659
3D打印,2020-12-25,0.049
金融参股,2020-12-25,0.066
建筑节能,2020-12-18,0.004
光伏概念,2021-01-08,-1.346
QFII重仓,2021-01-13,-0.053
重组概念,2020-12-30,0.162
本月解禁,2020-12-31,0.354
触摸屏,2020-12-24,-0.123
风能,2020-12-23,0.375
保险重仓,2020-12-23,-0.241
百度概念,2020-12-22,-0.482
国防军工,2021-01-12,0.772
图们江,2021-01-05,0.013
含GDR,2021-01-06,0.18
仿制药,2021-01-06,1.667
金融参股,2021-01-06,-0.007
图们江,2021-01-13,-0.582
特斯拉,2020-12-30,0.516
乡村振兴,2020-12-31,0.242
军民融合,2020-12-31,0.479
甲型流感,2020-12-31,0.219
聚氨酯,2020-12-23,0.055
生物育种,2020-12-23,0.677
风能,2021-01-11,-0.3
互联金融,2021-01-11,-0.593
生物燃料,2021-01-11,-0.307
内贸规划,2020-12-22,-0.069
甲型流感,2020-12-28,-0.036
奢侈品,2020-12-29,-0.78
海上丝路,2020-12-29,-0.181
生物燃料,2020-12-25,0.057
电商概念,2020-12-21,-0.182
内贸规划,2020-12-21,0.015
海水淡化,2020-12-31,0.2
基因概念,2020-12-31,0.398
迪士尼,2020-12-31,0.236
ST板块,2020-12-24,-0.115
地热能,2020-12-23,0.07
华为概念,2021-01-04,0.519
信息安全,2020-12-22,-0.397
业绩预降,2020-12-22,-0.266
含B股,2020-12-28,0.041
东亚自贸,2020-12-28,0.008
分拆上市,2020-12-29,-0.055
京津冀,2021-01-12,0.125
基因测序,2021-01-12,0.166
风能概念,2021-01-12,0.006
海南自贸,2020-12-25,0.13
特斯拉,2021-01-05,0.502
整体上市,2021-01-05,0.188
国企改革,2021-01-06,-0.014
生物育种,2021-01-08,-0.508
外资背景,2020-12-21,-0.058
金融改革,2020-12-30,0.077
苹果概念,2020-12-30,0.434
网络游戏,2020-12-31,0.097
成渝特区,2020-12-23,0.053
军民融合,2020-12-25,0.031
内贸规划,2020-12-25,-0.055
陕甘宁,2021-01-05,0.047
水产品,2020-12-21,0.071
京津冀,2020-12-21,0.151
建筑节能,2021-01-07,0.284
网络游戏,2021-01-07,-0.266
华为概念,2020-12-31,0.499
军民融合,2021-01-04,0.582
消费电子,2020-12-17,0.045
股权激励,2020-12-22,-0.394
特斯拉,2021-01-12,0.479
超大盘,2020-12-25,0.101
节能环保,2021-01-05,0.035
水域改革,2021-01-08,-0.298
绿色照明,2021-01-08,0.011
新能源,2020-12-21,0.295
卫星导航,2021-01-07,-0.313
长株潭,2020-12-31,0.19
金融参股,2020-12-17,0.062
甲型流感,2020-12-22,-0.085
本月解禁,2021-01-05,0.183
超大盘,2020-12-31,0.215
股期概念,2020-12-31,0.13
食品安全,2020-12-24,-0.336
氢燃料,2020-12-24,-0.487
油气改革,2021-01-11,0.002
苹果概念,2020-12-22,-0.565
物联网,2020-12-25,0.154
出口退税,2020-12-25,0.063
页岩气,2021-01-06,0.111
自贸区,2020-12-21,0.158
甲型流感,2020-12-21,0.048
婴童概念,2020-12-30,0.067
小米概念,2020-12-24,-0.289
送转潜力,2020-12-24,-0.209
水利建设,2020-12-17,-0.008
体育概念,2020-12-17,0.019
小米概念,2021-01-11,-0.271
体育概念,2021-01-11,-0.22
无线耳机,2020-12-28,-0.231
京津冀,2020-12-28,-0.1
业绩预降,2020-12-29,-0.029
锂电池,2021-01-06,-0.231
抗癌,2021-01-06,0.355
民营银行,2021-01-06,-0.065
军民融合,2021-01-07,0.03
生物燃料,2021-01-07,-0.139
送转潜力,2020-12-23,0.033
海上丝路,2021-01-11,-0.26
准ST股,2020-12-22,-0.231
含GDR,2020-12-29,0.01
汽车电子,2020-12-29,0.144
深圳本地,2020-12-29,0.031
触摸屏,2021-01-12,0.351
电子支付,2021-01-06,-0.273
生态农业,2021-01-06,0.12
黄河三角,2021-01-08,-0.004
污水处理,2021-01-13,-0.059
可燃冰,2020-12-31,0.176
京津冀,2021-01-04,0.12
海南自贸,2021-01-11,0.046
海工装备,2020-12-28,-0.143
机器人概念,2020-12-25,0.12
触摸屏,2021-01-05,0.335
地热能,2021-01-05,-0.001
外资背景,2021-01-05,1.104
绿色照明,2021-01-06,-0.27
民营银行,2020-12-18,-0.055
准ST股,2020-12-18,0.084
迪士尼,2020-12-21,0.029
碳纤维,2021-01-13,-0.056
准ST股,2020-12-17,0.082
循环经济,2021-01-11,-0.17
股权激励,2020-12-29,-0.019
3D打印,2021-01-12,0.269
百度概念,2020-12-25,-0.139
安防服务,2021-01-06,-0.055
股期概念,2021-01-06,-0.046
融资融券,2021-01-07,0.618
氢能源,2020-12-30,0.054
迪士尼,2020-12-30,0.007
海工装备,2020-12-31,0.343
猪肉,2020-12-31,0.097
电商概念,2020-12-31,0.711
业绩预升,2020-12-17,0.127
振兴沈阳,2020-12-29,0.052
光伏概念,2021-01-12,0.856
水利建设,2021-01-12,0.009
污水处理,2020-12-25,0.072
黄河三角,2021-01-05,0.086
高校背景,2021-01-05,-0.053
触摸屏,2021-01-13,-0.023
聚氨酯,2021-01-07,0.432
社保重仓,2021-01-04,0.972
东亚自贸,2020-12-22,-0.202
机器人概念,2020-12-28,-0.248
低碳经济,2021-01-12,0.232
新能源,2021-01-12,0.28
迪士尼,2021-01-06,0.16
海峡西岸,2020-12-18,-0.051
网络游戏,2020-12-18,-0.085
3D打印,2021-01-08,-0.097
ST板块,2020-12-21,0.124
生态农业,2020-12-21,0.717
电子支付,2020-12-30,0.126
生物疫苗,2021-01-04,0.493
维生素,2021-01-04,0.115
高校背景,2021-01-04,0.158
QFII重仓,2020-12-28,0.452
重组概念,2020-12-29,-0.049
送转潜力,2020-12-29,-0.153
节能环保,2021-01-12,0.12
宽带提速,2021-01-05,0.012
军民融合,2021-01-06,0.09
军工航天,2021-01-06,0.016
生物育种,2020-12-18,0.153
超级细菌,2020-12-18,-0.026
宽带提速,2020-12-21,0.091
海工装备,2021-01-07,0.091
页岩气,2020-12-30,0.048
5G概念,2020-12-24,-0.257
天津自贸,2020-12-23,0.019
准ST股,2021-01-11,-0.259
草甘膦,2020-12-22,-0.825
抗癌,2020-12-22,-0.207
参股金融,2020-12-22,-0.159
油气改革,2021-01-12,0.224
陕甘宁,2021-01-12,0.294
碳纤维,2021-01-05,0.222
天津自贸,2021-01-06,-0.093
无线耳机,2021-01-08,0.095
金融改革,2021-01-08,-0.013
光伏概念,2020-12-21,1.402
3D打印,2020-12-21,0.241
百度概念,2021-01-13,-0.323
本月解禁,2021-01-13,0.067
婴童概念,2021-01-07,0.197
出口退税,2021-01-07,0.031
未股改,2021-01-07,-0.012
稀缺资源,2020-12-31,0.244
电子支付,2021-01-04,0.37
碳纤维,2021-01-04,0.278
聚氨酯,2021-01-11,-0.118
智能家居,2021-01-11,-0.129
光伏概念,2020-12-22,-0.55
长株潭,2020-12-22,-0.101
小米概念,2020-12-28,-0.385
聚氨酯,2020-12-28,-0.224
氢能源,2020-12-29,-0.184
生物疫苗,2020-12-29,-0.313
电商概念,2021-01-12,0.545
含H股,2021-01-06,0.154
机器人概念,2020-12-18,-0.029
基因测序,2021-01-08,0.221
内贸规划,2021-01-08,0.052
锂电池,2020-12-21,0.89
生物育种,2020-12-21,0.875
消费电子,2021-01-13,-0.013
水域改革,2021-01-13,-0.203
节能环保,2021-01-13,-0.198
三沙概念,2021-01-07,-0.171
重组概念,2021-01-07,-0.174
污水处理,2021-01-07,-0.195
节能环保,2021-01-07,-0.127
金融改革,2020-12-31,0.096
生物疫苗,2020-12-23,-0.297
上海本地,2020-12-23,0.024
苹果概念,2021-01-11,0.396
重组概念,2021-01-11,-0.31
含GDR,2020-12-28,-0.25
成渝特区,2020-12-25,0.097
信息安全,2021-01-06,-0.169
信息安全,2021-01-08,0.303
成渝特区,2020-12-21,0.228
固废处理,2020-12-21,0.101
节能环保,2020-12-21,0.152
股权激励,2020-12-21,0.244
宽带提速,2021-01-07,-0.372
生态农业,2020-12-30,0.371
军工航天,2020-12-24,0.141
赛马概念,2020-12-17,0.029
业绩预升,2020-12-22,-0.331
信息安全,2020-12-25,-0.053
金融参股,2020-12-18,-0.02
空气治理,2020-12-21,0.234
东亚自贸,2020-12-21,0.142
苹果概念,2021-01-07,0.207
空气治理,2020-12-30,0.016
军民融合,2020-12-24,0.078
送转潜力,2021-01-04,0.481
锂电池,2020-12-17,0.235
猪肉,2020-12-17,0.086
融资融券,2021-01-11,-0.34
武汉规划,2021-01-11,-0.423
科创50,2020-12-22,-1.7
含GDR,2020-12-22,-0.59
猪肉,2020-12-28,0.354
物联网,2020-12-29,0.14
宽带提速,2021-01-12,0.102
东亚自贸,2021-01-12,0.091
