price,vol,stock_index,dt
52.77,400.0,002025,2020-12-15
52.76,37700.0,002025,2020-12-15
52.75,3100.0,002025,2020-12-15
52.74,11500.0,002025,2020-12-15
52.73,2000.0,002025,2020-12-15
52.72,2000.0,002025,2020-12-15
52.71,19400.0,002025,2020-12-15
52.7,25400.0,002025,2020-12-15
52.69,10601.0,002025,2020-12-15
52.68,2800.0,002025,2020-12-15
52.67,20300.0,002025,2020-12-15
52.66,3336.0,002025,2020-12-15
52.65,23000.0,002025,2020-12-15
52.64,29900.0,002025,2020-12-15
52.63,21500.0,002025,2020-12-15
52.62,8100.0,002025,2020-12-15
52.61,21000.0,002025,2020-12-15
52.6,1300.0,002025,2020-12-15
52.59,2400.0,002025,2020-12-15
52.58,900.0,002025,2020-12-15
52.57,1200.0,002025,2020-12-15
52.55,4200.0,002025,2020-12-15
52.53,11000.0,002025,2020-12-15
52.52,3700.0,002025,2020-12-15
52.51,800.0,002025,2020-12-15
52.5,700.0,002025,2020-12-15
52.49,3300.0,002025,2020-12-15
52.47,5100.0,002025,2020-12-15
52.46,21600.0,002025,2020-12-15
52.44,300.0,002025,2020-12-15
52.4,10300.0,002025,2020-12-15
52.39,200.0,002025,2020-12-15
52.38,3200.0,002025,2020-12-15
52.37,900.0,002025,2020-12-15
52.34,3800.0,002025,2020-12-15
52.33,12200.0,002025,2020-12-15
52.32,1500.0,002025,2020-12-15
52.31,300.0,002025,2020-12-15
52.3,200.0,002025,2020-12-15
52.26,7800.0,002025,2020-12-15
52.25,5500.0,002025,2020-12-15
52.24,2700.0,002025,2020-12-15
52.23,5400.0,002025,2020-12-15
52.22,400.0,002025,2020-12-15
52.21,4000.0,002025,2020-12-15
52.2,5000.0,002025,2020-12-15
52.19,900.0,002025,2020-12-15
52.18,2600.0,002025,2020-12-15
52.16,8500.0,002025,2020-12-15
52.15,4900.0,002025,2020-12-15
52.12,1800.0,002025,2020-12-15
