stock_index,dadan_cnt,dt_cnt,last_date,avg_daily_dadan_cnt
s600226,3,3,2021-02-03,1.0
s600228,1,1,2021-01-26,1.0
s600230,21,9,2021-02-23,2.0
s600231,8,3,2020-12-22,3.0
s600233,11,6,2021-02-02,2.0
s600235,11,6,2021-01-28,2.0
s600237,27,4,2021-01-22,7.0
s600239,4,4,2021-02-22,1.0
s600246,2,2,2021-01-25,1.0
s600248,3,2,2021-01-06,2.0
s600249,8,2,2020-12-17,4.0
s600251,4,4,2021-02-22,1.0
s600255,1,1,2020-12-16,1.0
s600256,7,4,2021-02-22,2.0
s600257,42,17,2021-02-03,2.0
s600258,17,14,2021-02-19,1.0
s600259,87,23,2021-02-23,4.0
s600260,3,3,2021-01-22,1.0
s600267,23,11,2021-02-23,2.0
s600268,12,6,2021-01-04,2.0
s600271,1,1,2021-01-06,1.0
s600272,1,1,2021-01-29,1.0
s600273,10,7,2021-02-22,1.0
s600276,2478,44,2021-02-23,56.0
s600281,1,1,2021-01-21,1.0
s600282,3,3,2021-02-18,1.0
s600288,1,1,2020-12-29,1.0
s600290,1,1,2020-12-23,1.0
s600291,3,1,2020-12-31,3.0
s600292,84,24,2021-02-23,4.0
s600293,13,5,2021-02-19,3.0
s600295,45,17,2021-02-19,3.0
s600297,11,10,2021-02-23,1.0
s600298,147,43,2021-02-23,3.0
s600299,10,7,2021-02-22,1.0
s600300,68,17,2021-01-12,4.0
s600301,1,1,2021-02-03,1.0
s600303,5,2,2021-01-21,2.0
s600305,66,35,2021-02-23,2.0
s600307,8,7,2021-01-21,1.0
s600308,6,6,2021-02-23,1.0
s600309,1512,44,2021-02-23,34.0
s600310,3,1,2020-12-31,3.0
s600313,102,25,2021-02-22,4.0
s600315,91,16,2021-02-22,6.0
s600316,877,43,2021-02-23,20.0
s600317,1,1,2021-01-05,1.0
s600318,5,5,2021-02-19,1.0
s600319,2,1,2021-01-28,2.0
s600320,42,9,2021-01-13,5.0
s600325,18,4,2021-01-29,4.0
s600326,2,2,2021-02-22,1.0
s600327,1,1,2020-12-17,1.0
s600328,25,3,2021-02-23,8.0
s600330,75,25,2021-02-05,3.0
s600331,8,5,2021-02-23,2.0
s600332,17,11,2021-02-19,2.0
s600333,58,17,2021-01-26,3.0
s600335,31,6,2021-02-18,5.0
s600336,35,16,2021-02-08,2.0
s600337,11,8,2021-02-19,1.0
s600338,57,17,2021-02-22,3.0
s600339,3,2,2021-02-22,2.0
s600340,40,16,2021-02-23,2.0
s600343,40,11,2021-02-23,4.0
s600346,600,43,2021-02-23,14.0
s600348,12,8,2021-01-20,2.0
s600352,617,41,2021-02-23,15.0
s600356,1,1,2021-01-07,1.0
s600359,4,2,2021-01-05,2.0
s600360,31,21,2021-02-03,1.0
s600362,819,44,2021-02-23,19.0
s600363,45,15,2021-02-05,3.0
s600366,30,8,2021-02-23,4.0
s600369,25,9,2021-01-20,3.0
s600371,17,7,2021-01-25,2.0
s600372,89,29,2021-02-23,3.0
s600375,4,1,2020-12-16,4.0
s600377,1,1,2021-01-22,1.0
s600379,31,11,2021-02-05,3.0
s600380,26,16,2021-02-10,2.0
s600381,47,16,2021-01-22,3.0
s600382,21,13,2021-01-21,2.0
s600383,71,29,2021-02-22,2.0
s600388,1,1,2021-01-11,1.0
s600390,2,2,2021-01-29,1.0
s600391,29,15,2021-01-27,2.0
s600392,2188,41,2021-02-23,53.0
s600393,7,2,2021-01-21,4.0
s600395,5,4,2020-12-29,1.0
s600396,4,2,2020-12-28,2.0
s600397,11,5,2021-02-18,2.0
s600399,164,37,2021-02-23,4.0
s600403,38,11,2021-02-22,3.0
s600405,45,9,2021-01-27,5.0
s600406,184,41,2021-02-23,4.0
s600408,1,1,2021-02-03,1.0
s600409,82,32,2021-02-23,3.0
s600415,103,21,2021-02-22,5.0
s600416,72,20,2021-02-18,4.0
s600418,494,41,2021-02-23,12.0
s600419,28,6,2021-01-12,5.0
s600422,1,1,2021-01-26,1.0
s600426,97,37,2021-02-23,3.0
s600428,42,19,2021-02-01,2.0
s600429,2,1,2021-01-05,2.0
s600433,40,14,2021-02-22,3.0
s600435,35,14,2021-02-03,2.0
s600436,724,44,2021-02-23,16.0
s600438,6075,44,2021-02-23,138.0
s600439,2,2,2021-01-13,1.0
s600446,2,1,2021-01-19,2.0
s600449,2,2,2021-02-23,1.0
s600452,2,2,2020-12-29,1.0
s600456,99,35,2021-02-23,3.0
s600458,1,1,2021-01-04,1.0
s600459,21,11,2021-02-23,2.0
s600460,981,44,2021-02-23,22.0
s600466,7,4,2021-02-19,2.0
s600467,9,5,2021-01-21,2.0
s600468,6,2,2021-01-21,3.0
s600469,15,3,2021-01-22,5.0
s600477,1,1,2021-01-21,1.0
s600478,8,7,2021-01-08,1.0
s600479,1,1,2021-02-02,1.0
s600481,9,7,2021-02-23,1.0
s600482,6,3,2021-02-02,2.0
s600486,38,22,2021-02-23,2.0
s600487,4,3,2021-01-14,1.0
s600489,93,21,2021-02-23,4.0
s600490,43,10,2021-02-22,4.0
s600491,1,1,2021-01-20,1.0
s600495,21,6,2021-01-22,4.0
s600496,19,12,2021-02-22,2.0
s600497,184,30,2021-02-23,6.0
s600498,34,16,2021-01-29,2.0
s600499,124,31,2021-02-22,4.0
s600500,5,4,2021-02-22,1.0
s600501,2,1,2021-01-12,2.0
s600502,1,1,2021-01-21,1.0
s600503,15,4,2021-01-20,4.0
s600506,1,1,2020-12-30,1.0
s600507,17,9,2021-02-18,2.0
s600508,5,4,2020-12-24,1.0
s600509,35,15,2021-02-01,2.0
s600511,388,41,2021-02-22,9.0
s600515,69,21,2021-02-23,3.0
s600516,433,40,2021-02-23,11.0
s600517,11,6,2021-01-18,2.0
s600518,1,1,2021-02-18,1.0
s600519,16937,44,2021-02-23,385.0
s600521,97,26,2021-02-23,4.0
s600522,66,25,2021-02-23,3.0
s600523,5,1,2021-01-13,5.0
s600525,8,6,2021-02-18,1.0
s600527,1,1,2021-02-19,1.0
s600528,6,5,2021-01-28,1.0
s600529,214,44,2021-02-23,5.0
s600531,54,18,2021-02-23,3.0
s600532,3,2,2021-02-04,2.0
s600535,7,3,2021-01-26,2.0
s600536,312,44,2021-02-23,7.0
s600537,68,14,2021-02-09,5.0
s600540,3,2,2021-02-22,2.0
s600543,43,14,2021-01-19,3.0
s600545,3,1,2021-02-03,3.0
s600546,66,27,2021-02-22,2.0
s600547,163,40,2021-02-23,4.0
s600549,477,41,2021-02-23,12.0
s600550,4,2,2020-12-25,2.0
s600552,9,7,2021-02-18,1.0
s600556,5,4,2021-01-19,1.0
s600559,2169,44,2021-02-23,49.0
s600562,2,2,2021-01-18,1.0
s600563,35,14,2021-02-19,2.0
s600567,63,8,2021-02-23,8.0
s600569,11,4,2021-01-05,3.0
s600570,647,44,2021-02-23,15.0
s600572,3,3,2021-02-22,1.0
s600573,44,10,2021-01-21,4.0
s600575,1,1,2021-01-05,1.0
s600576,49,7,2021-02-09,7.0
s600577,2,2,2021-02-22,1.0
s600580,84,35,2021-02-23,2.0
s600581,10,8,2021-02-22,1.0
s600582,1,1,2021-02-10,1.0
s600583,14,5,2021-02-23,3.0
s600584,1839,44,2021-02-23,42.0
s600585,1187,44,2021-02-23,27.0
s600586,154,43,2021-02-23,4.0
s600588,443,44,2021-02-23,10.0
s600589,1,1,2021-02-19,1.0
s600596,92,39,2021-02-23,2.0
s600597,95,39,2021-02-22,2.0
s600598,42,21,2021-02-22,2.0
s600600,141,41,2021-02-23,3.0
s600601,2,2,2021-01-29,1.0
s600602,1,1,2021-01-14,1.0
s600606,10,8,2021-02-22,1.0
s600609,12,6,2021-02-03,2.0
s600610,1,1,2020-12-25,1.0
s600616,191,24,2021-02-22,8.0
s600617,1,1,2020-12-25,1.0
s600618,1,1,2021-02-22,1.0
s600619,3,2,2021-01-08,2.0
s600620,1,1,2021-01-05,1.0
s600621,133,39,2021-02-22,3.0
s600623,12,2,2021-02-23,6.0
s600624,1,1,2021-01-26,1.0
s600626,2,1,2021-01-15,2.0
s600628,1,1,2021-01-21,1.0
s600636,1,1,2020-12-31,1.0
s600637,2,2,2021-01-14,1.0
s600638,8,2,2021-01-22,4.0
s600639,1,1,2021-01-25,1.0
s600641,18,12,2021-01-14,2.0
s600642,8,2,2020-12-28,4.0
s600643,1,1,2021-01-12,1.0
s600644,5,3,2020-12-29,2.0
s600645,4,4,2021-01-27,1.0
s600647,2,1,2020-12-30,2.0
s600648,3,3,2021-02-19,1.0
s600655,192,29,2021-02-22,7.0
s600660,521,44,2021-02-23,12.0
s600663,1,1,2020-12-24,1.0
s600667,6,4,2021-01-25,2.0
s600673,2,2,2021-01-06,1.0
s600674,6,6,2021-02-18,1.0
s600682,3,3,2020-12-23,1.0
s600685,125,28,2021-02-23,4.0
s600686,48,7,2020-12-30,7.0
s600688,2,1,2021-02-22,2.0
s600690,604,44,2021-02-23,14.0
s600691,15,6,2021-02-23,2.0
s600694,1,1,2020-12-17,1.0
s600695,2,2,2021-02-19,1.0
s600696,2,2,2021-01-08,1.0
s600699,126,43,2021-02-23,3.0
s600702,381,41,2021-02-23,9.0
s600703,1996,44,2021-02-23,45.0
s600704,15,6,2021-02-09,2.0
s600705,7,6,2021-01-26,1.0
s600706,1,1,2021-01-28,1.0
s600707,422,42,2021-02-23,10.0
s600711,1553,44,2021-02-23,35.0
s600713,2,1,2021-02-02,2.0
s600715,1,1,2021-02-01,1.0
s600718,5,4,2021-02-10,1.0
s600719,1,1,2020-12-25,1.0
s600720,20,12,2021-02-23,2.0
s600722,58,5,2021-02-23,12.0
s600723,11,3,2021-02-18,4.0
s600729,1,1,2020-12-28,1.0
s600731,7,3,2020-12-29,2.0
s600732,18,11,2021-02-18,2.0
s600733,149,33,2021-02-23,5.0
s600737,95,26,2021-02-23,4.0
s600739,74,26,2021-02-22,3.0
s600740,69,23,2021-02-23,3.0
s600741,85,34,2021-02-23,2.0
s600742,1,1,2021-01-29,1.0
s600744,23,9,2021-01-22,3.0
s600745,1629,44,2021-02-23,37.0
s600746,5,5,2021-02-10,1.0
s600751,6,6,2021-02-22,1.0
s600753,3,2,2021-01-06,2.0
s600754,14,11,2021-02-23,1.0
s600757,1,1,2021-02-18,1.0
s600758,6,4,2021-01-04,2.0
s600759,14,4,2021-02-22,4.0
s600760,857,44,2021-02-23,19.0
s600763,213,42,2021-02-23,5.0
s600764,8,6,2021-01-20,1.0
s600765,110,32,2021-02-23,3.0
s600768,1,1,2021-02-22,1.0
s600770,19,9,2021-01-20,2.0
s600771,82,24,2021-02-23,3.0
s600773,44,14,2021-02-09,3.0
s600776,9,8,2021-02-19,1.0
s600777,7,7,2021-02-23,1.0
s600779,260,39,2021-02-19,7.0
s600780,3,1,2020-12-25,3.0
s600782,2,2,2021-02-23,1.0
s600783,1,1,2021-01-20,1.0
s600784,2,1,2020-12-29,2.0
s600787,1,1,2021-01-18,1.0
s600789,20,9,2021-01-19,2.0
s600790,1,1,2020-12-23,1.0
s600792,26,11,2021-02-23,2.0
s600793,61,22,2021-02-23,3.0
s600795,40,14,2021-01-28,3.0
s600797,2,2,2020-12-28,1.0
s600798,131,24,2021-02-18,5.0
s600800,1,1,2021-01-26,1.0
s600801,19,11,2021-02-22,2.0
s600803,25,13,2021-02-23,2.0
s600804,11,8,2021-02-01,1.0
s600805,6,3,2021-02-05,2.0
s600808,2,2,2021-01-08,1.0
s600809,1959,44,2021-02-23,45.0
s600810,11,5,2021-02-23,2.0
s600811,3,3,2021-01-22,1.0
s600812,13,7,2021-01-25,2.0
s600816,11,8,2021-02-23,1.0
s600818,1,1,2021-01-27,1.0
s600819,4,2,2020-12-21,2.0
s600820,2,2,2021-01-13,1.0
s600826,1,1,2020-12-22,1.0
s600827,109,34,2021-02-23,3.0
s600829,1,1,2020-12-16,1.0
s600831,1,1,2020-12-29,1.0
s600834,1,1,2021-01-14,1.0
s600835,4,4,2021-01-20,1.0
s600837,347,42,2021-02-23,8.0
s600839,7,6,2021-01-19,1.0
s600844,115,32,2021-02-23,4.0
s600845,45,23,2021-02-22,2.0
s600846,6,3,2021-02-23,2.0
s600851,6,4,2020-12-23,2.0
s600855,14,4,2021-01-12,4.0
s600859,163,32,2021-02-22,5.0
s600861,11,6,2021-01-19,2.0
s600862,201,35,2021-02-23,6.0
s600864,282,25,2021-02-09,11.0
s600865,1,1,2021-01-08,1.0
s600867,15,12,2021-02-22,1.0
s600868,4,3,2020-12-25,1.0
s600869,21,5,2021-02-01,4.0
s600871,5,2,2021-02-18,2.0
s600872,92,32,2021-02-19,3.0
s600873,64,17,2021-02-23,4.0
s600875,213,33,2021-02-23,6.0
s600876,22,9,2021-02-22,2.0
s600877,32,17,2021-02-23,2.0
s600879,219,28,2021-02-23,8.0
s600880,1,1,2021-01-27,1.0
s600882,50,24,2021-02-23,2.0
s600884,236,44,2021-02-23,5.0
s600885,53,26,2021-02-23,2.0
s600886,9,6,2021-02-23,2.0
s600887,2815,44,2021-02-23,64.0
s600893,3773,44,2021-02-23,86.0
s600895,17,10,2021-02-18,2.0
s600900,349,43,2021-02-23,8.0
s600903,28,11,2021-01-08,3.0
s600908,76,16,2021-02-23,5.0
s600909,30,14,2021-02-19,2.0
s600918,180,39,2021-02-22,5.0
s600919,239,36,2021-02-23,7.0
s600926,160,38,2021-02-23,4.0
s600928,9,5,2021-02-19,2.0
s600956,29,10,2021-01-11,3.0
s600958,82,30,2021-02-22,3.0
s600960,17,4,2021-02-05,4.0
s600961,2,2,2021-02-22,1.0
s600962,1,1,2020-12-28,1.0
s600963,15,8,2021-02-22,2.0
s600966,57,23,2021-02-23,2.0
s600967,180,23,2021-02-23,8.0
s600968,1,1,2020-12-18,1.0
s600969,1,1,2020-12-31,1.0
s600970,41,18,2021-02-22,2.0
s600971,44,15,2021-01-12,3.0
s600975,11,9,2021-01-26,1.0
s600976,1,1,2021-02-03,1.0
s600977,14,6,2021-02-23,2.0
s600978,4,3,2021-01-07,1.0
s600980,16,7,2021-01-28,2.0
s600982,33,11,2021-01-11,3.0
s600984,17,12,2021-02-23,1.0
s600985,3,3,2021-02-22,1.0
s600988,271,43,2021-02-23,6.0
s600989,230,33,2021-02-23,7.0
s600992,5,2,2021-01-04,2.0
s600993,16,7,2021-01-29,2.0
s600995,1,1,2021-02-09,1.0
s600997,52,18,2021-02-23,3.0
s600998,4,4,2021-02-05,1.0
s600999,507,42,2021-02-23,12.0
s601000,6,6,2021-01-26,1.0
s601001,22,12,2021-02-22,2.0
s601005,14,10,2021-02-23,1.0
s601006,44,24,2021-02-19,2.0
s601008,11,3,2020-12-31,4.0
s601009,139,34,2021-02-23,4.0
s601011,19,14,2021-02-22,1.0
s601012,16049,44,2021-02-23,365.0
s601015,304,25,2021-02-23,12.0
s601016,139,35,2021-02-23,4.0
s601018,7,2,2021-01-08,4.0
s601020,14,9,2021-02-22,2.0
s601021,27,20,2021-02-22,1.0
s601038,5,4,2021-02-23,1.0
s601058,131,30,2021-02-23,4.0
s601066,506,44,2021-02-23,12.0
s601077,27,14,2021-02-23,2.0
s601088,177,43,2021-02-23,4.0
s601099,147,37,2021-02-22,4.0
s601100,175,44,2021-02-23,4.0
s601101,9,3,2020-12-24,3.0
s601108,117,40,2021-02-23,3.0
s601111,172,36,2021-02-23,5.0
s601117,133,29,2021-02-23,5.0
s601118,54,12,2021-02-23,4.0
s601126,1,1,2021-02-22,1.0
s601127,272,38,2021-02-23,7.0
s601128,41,21,2021-02-22,2.0
s601137,6,3,2021-01-25,2.0
s601138,226,37,2021-02-23,6.0
s601155,64,30,2021-02-23,2.0
s601162,182,31,2021-02-22,6.0
s601163,7,3,2021-02-23,2.0
s601166,2578,44,2021-02-23,59.0
s601168,485,44,2021-02-23,11.0
s601169,147,33,2021-02-23,4.0
s601179,14,6,2021-01-12,2.0
s601186,169,34,2021-02-23,5.0
s601187,98,30,2021-02-23,3.0
s601198,20,14,2021-02-23,1.0
s601208,4,3,2021-02-02,1.0
s601211,175,41,2021-02-23,4.0
s601212,31,10,2021-02-23,3.0
s601216,1147,41,2021-02-23,28.0
s601218,14,6,2021-02-04,2.0
s601222,109,31,2021-02-23,4.0
s601225,269,39,2021-02-23,7.0
s601226,1,1,2021-01-05,1.0
s601229,72,24,2021-02-22,3.0
s601231,37,25,2021-02-23,1.0
s601233,364,43,2021-02-23,8.0
s601236,69,19,2021-02-22,4.0
s601238,235,34,2021-02-23,7.0
s601258,6,6,2021-02-19,1.0
s601288,583,44,2021-02-23,13.0
s601298,1,1,2020-12-30,1.0
s601311,61,24,2021-02-18,3.0
s601318,13415,44,2021-02-23,305.0
s601319,87,27,2021-02-10,3.0
s601326,1,1,2020-12-25,1.0
s601328,287,41,2021-02-23,7.0
s601336,252,42,2021-02-23,6.0
s601339,1,1,2021-02-18,1.0
s601360,143,35,2021-02-23,4.0
s601369,19,12,2021-02-05,2.0
s601375,491,33,2021-02-23,15.0
s601377,355,42,2021-02-23,8.0
s601388,20,14,2021-02-22,1.0
s601390,183,31,2021-02-23,6.0
s601398,2308,44,2021-02-23,52.0
s601456,170,42,2021-02-22,4.0
s601515,12,3,2021-01-26,4.0
s601519,66,23,2021-02-19,3.0
s601555,23,16,2021-02-19,1.0
s601568,3,3,2021-02-23,1.0
s601577,21,13,2021-02-10,2.0
s601579,67,14,2021-01-08,5.0
s601588,3,1,2021-01-19,3.0
s601598,14,9,2021-01-12,2.0
s601600,184,33,2021-02-23,6.0
s601601,927,44,2021-02-23,21.0
s601606,8,6,2021-01-19,1.0
s601607,4,4,2021-01-28,1.0
s601608,11,2,2020-12-30,6.0
s601609,15,7,2021-02-23,2.0
s601611,40,18,2021-02-03,2.0
s601615,210,44,2021-02-23,5.0
s601618,278,34,2021-02-23,8.0
s601619,81,14,2021-02-04,6.0
